,NAME10,Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation,Crime,EP_AFAM,EP_HISP,EP_ASIAN,EP_AIAN,SVI
545,6004.0,0.8925,0.5627,0.774,0.5074,3557,6.3,3.9,58.0,0.0,0.7767
546,6006.0,0.9392,0.5928,0.8201,0.3133,3393,0.0,31.8,47.3,0.0,0.7583
547,6007.0,0.7819,0.5811,0.7725,0.5405,3545,0.0,24.1,42.7,0.0,0.7337
548,6009.0,0.7865,0.2254,0.7181,0.5439,6174,7.6,15.2,35.0,0.0,0.6508
549,6103.0,0.9982,0.6677,0.9202,0.8735,12832,4.7,86.0,5.1,0.0,0.9717
550,6104.0,0.9957,0.9294,0.93,0.2832,4387,2.0,95.1,0.0,0.0,0.898
551,6108.0,0.7116,0.6907,0.5312,0.2362,2091,0.0,23.9,3.0,0.0,0.5786
552,6112.0,0.9816,0.9223,0.8812,0.7813,8093,14.9,76.0,0.6,0.0,0.9733
553,6113.0,0.9988,0.9991,0.8858,0.4659,9518,2.6,90.0,0.0,0.0,0.9865
554,6114.0,0.9945,0.7816,0.9343,0.7755,6346,0.9,95.8,0.0,0.0,0.9662
555,6115.0,0.9975,0.9527,0.8968,0.9315,5709,10.9,83.2,0.3,0.0,0.9963
556,6301.0,0.9975,0.9527,0.8968,0.9315,3961,10.9,83.2,0.3,0.0,0.9963
557,6116.0,0.9739,0.8661,0.9816,0.4647,5454,55.5,42.5,0.5,0.0,0.9054
558,6117.0,0.9985,0.3934,0.988,0.5614,8106,31.8,68.2,0.0,0.0,0.8781
559,6118.0,0.9456,0.3937,0.988,0.1907,8336,63.5,36.0,0.5,0.0,0.7039
560,6119.0,0.9748,0.9711,0.9343,0.3145,11426,63.4,34.2,0.0,0.0,0.902
561,6120.0,0.9555,0.4711,0.9122,0.6834,6512,89.3,6.1,0.6,0.0,0.8747
562,6121.0,0.9773,0.9926,0.988,0.6192,5652,83.6,16.4,0.0,0.0,0.9779
563,6110.0,0.9969,0.9791,0.8922,0.3385,4996,26.9,64.4,1.9,0.0,0.9346
564,6111.0,0.9969,0.9791,0.8922,0.3385,5173,26.9,64.4,1.9,0.0,0.9346
565,6201.0,0.6923,0.7024,0.88,0.1898,8417,0.0,86.5,5.1,0.0,0.5955
566,6202.0,0.7328,0.4681,0.7639,0.238,4149,0.0,63.3,2.7,0.0,0.5789
567,6203.0,0.8879,0.8943,0.8311,0.8851,7831,1.3,79.2,1.5,0.2,0.9573
568,6204.0,0.8793,0.9119,0.8839,0.3956,5104,0.7,88.7,2.5,0.0,0.8366
569,6303.0,0.9137,0.684,0.9073,0.7945,9956,0.4,94.1,0.9,0.0,0.9088
570,6304.0,0.9966,0.668,0.9177,0.524,7455,1.3,94.6,0.5,0.0,0.8999
571,6305.0,0.8996,0.8197,0.9401,0.9386,8563,0.3,97.7,0.0,0.0,0.9681
572,6302.0,0.9699,0.805,0.9042,0.4988,3605,7.5,85.2,2.5,0.0,0.8925
573,6308.0,0.9727,0.6689,0.93,0.4622,9098,1.8,95.1,0.2,0.0,0.8649
574,6309.0,0.902,0.7684,0.8839,0.8934,6644,6.9,83.5,1.5,0.0,0.9475
575,6401.0,0.7844,0.4011,0.8302,0.476,2989,2.1,77.6,0.0,0.0,0.6864
576,6403.0,0.774,0.2789,0.7522,0.4856,7245,3.5,59.3,0.0,1.0,0.6443
577,6404.0,0.6201,0.7356,0.6242,0.2021,3714,3.7,35.4,0.0,0.0,0.5375
578,6405.0,0.4687,0.2436,0.6681,0.1996,2531,0.7,46.8,1.5,0.0,0.336
579,6406.0,0.8203,0.5992,0.7209,0.2457,4485,2.7,54.7,1.5,0.0,0.6554
580,6407.0,0.84,0.8154,0.7863,0.5332,3970,1.6,69.4,0.0,0.0,0.8114
581,6408.0,0.5894,0.4662,0.8253,0.0666,2243,2.7,76.3,1.4,0.0,0.3876
582,6501.0,0.9549,0.6106,0.836,0.7528,6311,0.5,82.7,0.0,0.0,0.9014
583,6502.0,0.7835,0.7488,0.8357,0.2869,7995,0.0,83.3,0.0,0.0,0.6966
584,6503.01,0.8084,0.8471,0.8434,0.6748,6584,2.0,81.3,0.6,0.6,0.855
585,6503.02,0.8747,0.5967,0.9217,0.1219,5744,0.0,96.5,0.0,0.0,0.6462
586,6504.0,0.98,0.7776,0.9103,0.5522,7636,2.4,92.9,0.7,0.0,0.9051
587,6505.0,0.664,0.6987,0.8345,0.7494,16321,11.7,70.6,0.0,0.0,0.7561
588,6603.01,0.9788,0.9665,0.9269,0.6791,6289,31.6,64.9,0.0,0.0,0.9721
589,6603.02,0.9862,0.8974,0.9757,0.2552,10335,23.3,76.0,0.0,0.0,0.8722
590,6604.0,0.9923,0.8216,0.9079,0.5817,8015,1.6,94.0,0.0,0.0,0.9343
591,6605.0,0.9911,0.7764,0.9079,0.4979,10128,5.3,89.6,0.7,0.0,0.9023
592,6606.0,0.9846,0.9309,0.9564,0.8249,22885,38.0,59.9,0.0,0.0,0.9831
593,6607.0,0.9902,0.9576,0.988,0.8139,10773,88.5,11.2,0.3,0.0,0.9886
594,6608.0,0.969,0.9358,0.9441,0.6244,17193,48.5,46.4,0.8,0.0,0.9561
595,6609.0,0.938,0.9072,0.9251,0.8526,20331,78.3,14.8,0.4,0.0,0.9708
596,6610.0,0.9822,0.9862,0.9487,0.4272,18578,69.6,22.6,0.0,0.0,0.9515
597,6611.0,0.9235,0.457,0.9189,0.1741,9552,34.1,58.1,0.3,0.0,0.6843
598,6701.0,0.9742,0.7365,0.9217,0.1032,7482,72.8,24.0,0.0,0.0,0.7383
599,6702.0,0.9619,0.2488,0.9156,0.734,8017,95.2,0.7,0.0,0.5,0.8471
600,6703.0,0.9334,0.8986,0.9079,0.7061,8075,78.3,13.5,0.7,0.0,0.9407
601,6704.0,0.9638,0.9932,0.988,0.2936,8335,85.1,14.9,0.0,0.0,0.926
602,6705.0,0.9745,0.98,0.988,0.4091,7101,76.6,22.2,0.0,1.2,0.9398
603,6706.0,0.9831,0.9985,0.9757,0.3016,7196,79.6,19.9,0.0,0.0,0.9542
604,6707.0,0.9767,0.7807,0.9816,0.8197,10716,59.0,40.7,0.0,0.0,0.9653
605,6708.0,0.9819,0.7061,0.988,0.8369,9367,97.7,2.3,0.0,0.0,0.9647
606,6709.0,0.7626,0.7964,0.9251,0.3234,7676,86.7,5.7,0.0,0.0,0.7214
607,6711.0,0.9426,0.8947,0.9696,0.0924,7373,94.7,1.2,0.0,0.0,0.7515
608,6712.0,0.9066,0.9459,0.9343,0.6539,9977,97.6,0.0,0.0,0.0,0.9352
609,6713.0,0.9441,0.7006,0.988,0.4306,12438,94.3,5.7,0.0,0.0,0.8449
610,6714.0,0.98,0.8956,0.988,0.1597,9180,66.5,13.7,0.0,0.0,0.8265
611,6715.0,0.8692,0.8283,0.9644,0.5802,18646,87.5,11.5,0.0,0.0,0.8682
612,6716.0,0.977,0.7881,0.9011,0.8071,12915,94.0,0.0,0.7,0.0,0.9604
613,6718.0,0.769,0.9988,0.9785,0.539,6345,96.8,2.5,0.0,0.0,0.9168
614,6719.0,0.8584,0.9023,0.9134,0.3265,4754,66.8,26.7,0.0,0.0,0.8034
615,6720.0,0.8504,0.9395,0.9671,0.523,16420,97.3,0.4,0.0,0.0,0.8811
616,6805.0,0.9917,0.9972,0.9217,0.1526,7420,76.1,20.7,0.0,0.0,0.9011
617,6806.0,0.9622,0.5697,0.9837,0.3259,8577,99.6,0.0,0.2,0.0,0.8004
618,6809.0,0.9951,0.9484,0.9401,0.7205,25102,91.4,0.5,2.3,0.0,0.9785
619,6810.0,0.9776,0.3133,0.973,0.5286,18587,94.3,1.5,0.0,0.0,0.82
620,6811.0,0.9681,0.7844,0.9816,0.48,20832,96.5,2.5,0.0,0.0,0.89
621,6812.0,0.9877,0.8931,0.9156,0.8415,15863,88.4,0.6,0.0,0.3,0.9791
622,6813.0,0.9979,0.7512,0.973,0.8876,14856,97.2,0.6,1.7,0.0,0.9819
623,6814.0,0.9008,0.9721,0.988,0.5353,15386,94.0,2.5,0.0,3.5,0.9241
624,6903.0,0.8937,0.9764,0.9217,0.9014,11497,95.6,0.8,0.0,0.3,0.98
625,6904.0,0.9561,0.3292,0.988,0.816,19039,98.7,0.9,0.0,0.0,0.895
626,6905.0,0.8922,0.5679,0.988,0.2205,5354,100.0,0.0,0.0,0.0,0.7147
627,6909.0,0.8925,0.8523,0.973,0.3965,16957,93.4,1.7,0.0,0.0,0.8351
628,6910.0,0.774,0.641,0.9837,0.9072,11600,99.0,0.9,0.0,0.0,0.8894
629,6911.0,0.8861,0.707,0.9374,0.9244,16077,94.0,0.9,0.0,0.0,0.9484
630,6912.0,0.9521,0.7116,0.9785,0.9641,18264,99.0,0.0,0.0,0.0,0.9813
631,6913.0,0.8541,0.5264,0.988,0.2233,10678,88.1,10.0,0.0,0.0,0.6873
632,6914.0,0.8971,0.9426,0.988,0.1935,15126,95.4,1.4,0.9,0.0,0.8037
633,6915.0,0.9585,0.8876,0.93,0.4994,13655,94.7,2.3,0.0,0.0,0.9069
634,7001.0,0.8471,0.4856,0.9696,0.2276,9367,61.2,36.1,0.2,0.0,0.676
635,7002.0,0.8369,0.8581,0.8796,0.2844,8326,16.9,71.9,1.7,0.0,0.7546
636,7003.01,0.8302,0.6781,0.821,0.3289,5451,5.5,72.4,0.7,0.3,0.7196
637,7003.02,0.75,0.769,0.8084,0.2282,5045,16.5,58.9,0.0,0.0,0.6585
638,7004.01,0.8805,0.4883,0.9177,0.4269,11747,53.4,38.9,1.5,0.0,0.7509
639,7004.02,0.8148,0.735,0.8806,0.2485,4876,62.3,28.9,0.1,0.0,0.7015
640,7005.01,0.5129,0.4327,0.9217,0.4358,13020,89.8,3.5,1.5,0.0,0.5424
641,7005.02,0.6084,0.6176,0.8858,0.7018,3736,80.7,10.8,0.0,0.0,0.7064
642,7101.0,0.7807,0.2902,0.988,0.3492,6660,95.1,4.2,0.0,0.0,0.6385
643,7102.0,0.8446,0.9831,0.9401,0.8317,22428,97.1,0.0,0.2,0.0,0.965
644,7103.0,0.766,0.5537,0.988,0.5795,7265,87.8,7.9,0.0,2.3,0.7568
645,7104.0,0.8529,0.8292,0.9696,0.3194,18672,94.1,4.6,0.0,0.0,0.7789
646,7105.0,0.8707,0.9045,0.9837,0.5203,16602,95.6,1.9,0.3,0.0,0.8762
647,7106.0,0.8913,0.8725,0.9217,0.5666,9502,91.5,0.0,0.0,0.0,0.8808
648,7107.0,0.82,0.7245,0.9785,0.9066,12577,99.3,0.3,0.0,0.0,0.9248
649,7108.0,0.9601,0.8249,0.9859,0.6609,21313,98.9,0.1,0.9,0.0,0.9373
650,7109.0,0.8335,0.7088,0.988,0.664,13397,93.9,4.8,0.0,0.0,0.851
651,7110.0,0.894,0.7561,0.8968,0.5544,13546,92.6,0.0,1.5,0.0,0.8486
652,7111.0,0.7985,0.4708,0.988,0.4665,10953,97.3,2.4,0.0,0.3,0.7307
653,7112.0,0.8643,0.9198,0.9816,0.2049,12120,84.3,12.3,0.0,0.0,0.7761
654,7113.0,0.8603,0.8268,0.9269,0.5494,4869,96.8,0.0,0.2,0.0,0.8489
655,7114.0,0.8655,0.7985,0.9859,0.1763,10610,93.6,5.0,0.0,0.0,0.7325
656,7115.0,0.8431,0.9036,0.988,0.1757,8162,99.4,0.4,0.0,0.0,0.7479
657,7201.0,0.2746,0.1533,0.607,0.0501,5849,25.1,11.0,2.1,0.0,0.1143
658,7202.0,0.3053,0.7101,0.7019,0.211,5466,47.6,4.9,0.5,0.0,0.3759
659,7203.0,0.11,0.1744,0.6263,0.0995,3467,32.6,5.9,0.5,0.0,0.0952
660,7204.0,0.0596,0.0679,0.2072,0.0633,1752,5.5,4.6,0.2,0.0,0.015
661,7205.0,0.0261,0.0571,0.2484,0.0534,1842,1.8,11.2,0.5,0.0,0.008
662,7206.0,0.1155,0.1271,0.5566,0.125,1846,32.8,2.3,0.0,0.0,0.0897
663,7207.0,0.1207,0.109,0.8023,0.273,4774,59.1,1.8,2.2,0.0,0.1689
664,7301.0,0.8142,0.8925,0.9343,0.3397,6275,96.5,0.5,0.0,0.0,0.7779
665,7302.01,0.9039,0.3848,0.9487,0.7128,17261,92.8,4.8,0.5,0.0,0.8345
666,7302.02,0.6809,0.6213,0.9607,0.3053,7031,98.3,0.2,0.3,0.0,0.6259
667,7303.0,0.9134,0.9149,0.988,0.4963,4071,98.8,0.0,1.2,0.0,0.8968
668,7304.0,0.5584,0.4072,0.9064,0.4211,11859,90.9,2.4,0.0,0.2,0.5541
669,7305.0,0.8105,0.5393,0.9816,0.1625,12796,97.7,0.0,0.0,0.0,0.6333
670,7306.0,0.6926,0.758,0.9607,0.1517,9128,97.8,0.3,0.0,0.3,0.5992
671,7307.0,0.8636,0.777,0.9607,0.1456,10564,95.4,0.7,0.0,0.0,0.7024
672,7401.0,0.3882,0.8397,0.2929,0.4828,3462,0.0,14.3,1.4,0.0,0.5046
673,7402.0,0.1511,0.2079,0.3469,0.6247,3328,1.6,9.0,1.6,0.0,0.274
674,7403.0,0.0924,0.0838,0.2389,0.4002,3581,1.3,10.8,0.0,0.0,0.1115
675,7404.0,0.1502,0.121,0.4403,0.567,4133,10.0,9.8,3.6,0.0,0.2282
676,7501.0,0.7396,0.1103,0.8839,0.3836,11241,90.1,1.7,0.5,0.0,0.5491
677,7502.0,0.3219,0.1404,0.7903,0.3778,4773,62.7,8.3,0.0,0.0,0.3123
678,7503.0,0.0292,0.4232,0.2106,0.1127,2670,4.2,2.9,1.0,0.0,0.0666
679,7504.0,0.1434,0.0516,0.5944,0.0467,3576,27.9,6.9,1.2,0.7,0.0316
680,7505.0,0.7905,0.9481,0.8185,0.7399,17044,68.7,4.3,0.2,0.0,0.8947
681,7506.0,0.7531,0.8123,0.9401,0.8136,14379,89.0,3.6,0.0,0.0,0.8713
682,7608.01,0.6324,0.2552,0.6954,0.6176,3673,5.7,9.5,35.2,0.0,0.59
683,7608.02,0.6103,0.6388,0.2223,0.5381,1041,0.0,10.8,0.7,0.0,0.5743
684,7608.03,0.68,0.351,0.4037,0.6075,5184,10.2,6.1,5.3,0.0,0.5971
685,7709.02,0.5639,0.5565,0.2622,0.7319,795,0.0,5.4,5.1,0.0,0.5989
686,8104.0,0.0845,0.1723,0.16,0.1569,1204,1.2,1.4,2.4,0.0,0.0685
687,8214.02,0.5488,0.8517,0.9487,0.5685,54,96.7,0.0,0.0,0.0,0.6972
688,8233.04,0.7217,0.848,0.6761,0.8689,145,24.4,22.9,1.3,0.0,0.852
689,8305.0,0.9432,0.8256,0.9582,0.3842,7513,0.0,98.9,0.0,0.0,0.8581
690,8306.0,0.8332,0.4545,0.7599,0.9908,9584,20.9,31.5,6.9,0.2,0.9334
691,8307.0,0.7039,0.1769,0.7347,0.9739,18197,37.9,11.6,10.2,0.0,0.7721
692,8308.0,0.2706,0.0147,0.4369,0.3682,3737,1.7,16.2,6.8,0.0,0.098
693,8309.0,0.1757,0.0267,0.5149,0.5728,12692,2.7,22.8,5.5,0.0,0.1563
694,8310.0,0.0519,0.0129,0.2594,0.316,5081,0.8,8.6,3.4,0.0,0.0193
695,8311.0,0.8123,0.2217,0.7464,0.6665,14990,1.0,56.9,4.3,0.0,0.7052
696,8312.0,0.9195,0.8538,0.8941,0.7503,7836,5.0,87.2,1.9,0.0,0.9303
697,8313.0,0.9644,0.981,0.9401,0.3363,9413,42.3,53.4,2.3,0.0,0.9137
698,8314.0,0.945,0.754,0.8449,0.7942,12346,57.6,23.9,2.9,0.0,0.9327
699,8315.0,0.8471,0.7107,0.7713,0.7049,10234,6.5,56.9,2.4,0.0,0.8415
700,8316.0,0.7635,0.9229,0.8109,0.7958,10003,5.3,66.1,1.6,0.9,0.8854
701,8317.0,0.8514,0.4373,0.7006,0.719,7021,1.7,46.3,7.0,0.0,0.7859
702,8318.0,0.6791,0.2042,0.6902,0.8498,8415,1.6,20.7,24.8,0.0,0.6806
703,8319.0,0.0329,0.0043,0.3694,0.6443,3379,1.2,10.7,5.8,0.0,0.0356
704,8320.0,0.2497,0.0028,0.4403,0.7159,7737,3.7,5.9,11.0,0.0,0.1262
705,8321.0,0.4398,0.0577,0.665,0.7432,4930,34.8,8.4,2.9,0.0,0.4198
706,8322.0,0.0811,0.0049,0.393,0.5144,4932,0.4,12.3,3.8,0.0,0.0381
707,8323.0,0.1222,0.0264,0.5821,0.4711,7984,5.3,19.8,7.7,0.0,0.1152
708,8324.0,0.2743,0.0384,0.5705,0.4871,5546,5.2,24.9,6.9,0.0,0.2024
709,8325.0,0.1996,0.106,0.343,0.9776,9451,4.4,7.8,3.2,0.0,0.4475
710,8326.0,0.164,0.0243,0.2036,0.383,9748,0.0,3.6,4.4,0.0,0.0716
711,8329.0,0.5264,0.0412,0.5207,0.4708,2418,2.3,1.5,28.0,0.0,0.3185
712,8330.0,0.2887,0.0141,0.4566,0.7706,22117,8.3,3.8,10.2,0.0,0.2095
713,8331.0,0.2396,0.0279,0.58,0.9595,14184,9.4,4.6,22.3,0.0,0.3593
714,8333.0,0.6695,0.0209,0.7286,0.89,3443,5.9,8.0,36.1,0.0,0.5353
715,8339.0,0.9868,0.871,0.9671,0.7543,11759,51.6,45.0,1.6,0.6,0.9687
716,8340.0,0.8796,0.6883,0.9785,0.7009,14067,92.7,0.0,0.0,0.0,0.8771
717,8342.0,0.6981,0.6634,0.988,0.3695,25971,99.3,0.2,0.0,0.0,0.6757
718,8343.0,0.7706,0.68,0.9696,0.7307,21069,95.3,0.0,2.0,0.0,0.8259
719,8344.0,0.7411,0.7472,0.9582,0.8888,10319,95.6,1.9,0.0,0.0,0.8821
720,8345.0,0.863,0.594,0.9816,0.6066,8409,89.2,0.0,0.0,0.0,0.8237
721,8346.0,0.9542,0.8314,0.9518,0.8348,20129,80.8,17.7,0.0,0.0,0.9644
722,8347.0,0.9948,0.5952,0.9644,0.6397,14708,96.4,2.4,0.4,0.0,0.922
723,8348.0,0.985,0.9082,0.9859,0.6182,12019,91.7,7.3,0.2,0.7,0.9585
724,8349.0,0.9693,0.7374,0.9607,0.9312,13576,96.0,0.1,0.0,0.0,0.9767
725,8350.0,0.988,0.9619,0.9463,0.7687,25379,41.7,54.1,2.3,0.0,0.985
726,8351.0,0.9656,0.9189,0.9671,0.7251,13178,18.5,79.9,0.6,0.0,0.9659
727,8352.0,0.8087,0.57,0.8041,0.8252,4558,3.8,67.3,4.1,0.0,0.836
728,8355.0,0.965,0.9736,0.9027,0.8913,8305,90.9,2.2,0.0,0.0,0.9905
729,8356.0,0.8725,0.7429,0.988,0.6766,10966,86.6,12.6,0.1,0.0,0.8802
730,8358.0,0.8004,0.3391,0.988,0.5123,6732,85.2,10.7,0.0,0.0,0.7141
731,8360.0,0.6975,0.5894,0.9343,0.4518,7831,94.9,1.2,0.0,0.0,0.6775
732,8361.0,0.9463,0.8934,0.9122,0.9192,12616,79.8,5.1,0.0,0.0,0.9803
733,8362.0,0.4134,0.02,0.6349,0.7408,5918,7.8,12.9,23.1,0.0,0.3087
734,8363.0,0.7076,0.3179,0.7056,0.6585,2535,44.4,1.6,4.5,0.0,0.6628
735,8364.0,0.6913,0.7316,0.9202,0.4846,7737,85.1,8.8,0.7,0.0,0.7104
736,8365.0,0.8563,0.6318,0.8698,0.3424,4647,87.8,0.9,0.0,0.2,0.7396
737,8366.0,0.7092,0.7334,0.8256,0.8808,11837,25.3,53.6,1.6,0.0,0.8397
738,8367.0,0.8646,0.8744,0.9042,0.859,12690,69.7,25.5,0.0,0.0,0.9429
739,8368.0,1.0,0.7257,0.8784,0.945,14272,91.3,0.0,0.0,0.0,0.9908
740,8369.0,0.9647,0.8919,0.8677,0.5673,6206,77.0,9.2,1.3,0.0,0.9254
741,8370.0,0.9536,0.5236,0.8747,0.9843,11131,75.7,9.2,0.0,0.0,0.9754
742,8371.0,0.9318,0.8658,0.8456,0.7457,9992,69.2,10.3,1.9,0.7,0.9349
743,8373.0,0.9315,0.7479,0.9122,0.8437,10547,90.3,2.6,2.6,0.0,0.945
744,8374.0,0.8943,0.8593,0.8987,0.8474,9852,83.6,8.4,0.5,0.0,0.9447
745,8378.0,0.6867,0.2168,0.8136,0.7525,17189,60.0,7.1,7.8,0.0,0.6652
746,8380.0,0.7558,0.8148,0.841,0.7303,11802,56.5,17.1,1.5,0.0,0.8317
747,8381.0,0.9186,0.2786,0.7912,0.9208,11442,53.0,10.2,9.1,0.0,0.8814
748,8382.0,0.5313,0.0645,0.7756,0.582,9491,32.5,18.0,15.9,0.0,0.4438
749,8383.0,0.2337,0.0092,0.6742,0.965,10533,23.7,4.0,18.5,0.0,0.3114
750,8386.0,0.9607,0.9134,0.9377,0.9979,5853,82.2,12.1,0.0,0.0,0.9994
751,8387.0,0.9678,0.9951,0.9441,0.7079,22851,83.9,14.2,0.0,0.0,0.9862
752,8388.0,0.8722,0.996,0.9328,0.4284,13134,60.4,36.3,0.0,0.0,0.9128
753,8390.0,0.3446,0.0304,0.6002,0.9524,13471,9.1,12.4,15.3,0.4,0.4205
754,8391.0,0.3584,0.0175,0.6641,0.9982,50000,9.4,10.2,26.6,0.1,0.5144
755,8392.0,0.7359,0.4687,0.8526,0.9223,11079,55.8,2.4,15.5,0.0,0.8314
756,8395.0,0.7561,0.7829,0.8293,0.7743,6069,53.7,13.8,4.2,0.0,0.8385
757,8396.0,0.8145,0.8888,0.9054,0.8587,9849,85.2,8.9,0.0,0.0,0.9269
758,8397.0,0.7423,0.3391,0.7719,0.4945,6725,1.2,36.8,28.3,0.4,0.6468
759,8398.0,0.8139,0.3639,0.6632,0.5458,3697,2.8,20.1,24.9,0.0,0.6938
760,8399.0,0.5931,0.2635,0.6709,0.4859,6298,1.5,27.3,18.7,0.0,0.5279
761,8400.0,0.5593,0.637,0.7403,0.3566,2772,0.9,15.8,44.7,0.0,0.5587
762,8401.0,0.8007,0.3004,0.7924,0.699,2961,0.1,9.4,60.7,0.0,0.7368
763,8402.0,0.7767,0.7912,0.8238,0.7285,5311,0.6,16.1,61.8,0.0,0.8357
764,8403.0,0.8243,0.4656,0.8741,0.7884,6866,2.6,54.9,33.2,0.0,0.8194
765,8404.0,0.8907,0.4226,0.8422,0.7138,8069,0.0,39.3,45.3,0.0,0.82
766,8407.0,0.7899,0.6216,0.8321,0.7227,10698,1.5,78.3,1.5,0.0,0.8056
767,8408.0,0.9828,0.8771,0.9475,0.4604,5306,1.0,97.3,0.0,0.0,0.9149
768,8411.0,0.7776,0.9131,0.8621,0.8879,12123,1.4,2.4,84.9,0.0,0.9263
769,8412.0,0.7184,0.8421,0.8468,0.4223,8865,5.6,76.4,3.1,0.3,0.7285
770,8413.0,0.7976,0.4767,0.829,0.7343,9166,2.9,72.0,2.9,0.0,0.7844
771,8415.0,0.9208,0.7454,0.9546,0.8584,15924,95.1,3.1,0.5,0.0,0.9456
772,8416.0,0.9932,0.926,0.8882,0.7712,3957,49.8,42.5,0.0,0.0,0.9764
773,8417.0,0.9932,0.926,0.8882,0.7712,5477,49.8,42.5,0.0,0.0,0.9764
774,8418.0,0.8329,0.9552,0.9607,0.6468,13549,94.8,3.2,0.0,0.0,0.9076
775,8419.0,0.4939,0.0249,0.681,0.9588,24477,17.4,11.4,19.5,0.4,0.5052
776,8420.0,0.6751,0.1232,0.7578,0.9352,5651,32.1,8.7,22.7,0.0,0.7002
777,8421.0,0.961,0.9367,0.9334,0.6121,22600,52.1,44.6,0.4,0.0,0.9512
778,8423.0,0.2331,0.1615,0.5895,0.891,24597,13.3,7.0,9.8,0.0,0.449
779,8424.0,0.8904,0.9192,0.9696,0.5043,28902,95.8,0.3,2.0,0.0,0.8839
780,8425.0,0.9112,0.6646,0.9859,0.5731,10205,98.8,1.1,0.0,0.0,0.8575
781,8426.0,0.4607,0.6431,0.6334,0.5068,14147,7.8,29.6,5.0,0.0,0.5461
782,8428.0,0.8931,0.93,0.9011,0.2872,13117,0.0,89.6,4.9,0.0,0.8179
783,8429.0,0.8397,0.8698,0.8569,0.774,20546,62.4,6.4,12.4,0.0,0.9002
784,8430.0,0.9198,0.941,0.9103,0.6744,20365,91.9,2.0,0.0,0.0,0.942
785,8431.0,0.8246,0.6668,0.8302,0.8692,11511,63.7,16.1,0.0,0.0,0.883
786,8432.0,0.7617,0.3719,0.7918,0.4785,8435,3.6,67.3,0.0,0.0,0.6658
787,8433.0,0.976,0.7724,0.879,0.6167,7520,64.3,25.7,1.2,0.0,0.9186
788,8434.0,0.8486,0.9757,0.9487,0.7039,8928,69.9,28.5,0.0,0.0,0.9377
789,8435.0,0.9883,0.0713,0.8649,0.8741,6966,64.7,24.4,0.3,0.0,0.8403
790,8436.0,0.8157,0.6563,0.9189,0.6004,9594,87.4,6.1,0.3,0.0,0.8001
791,8437.0,0.3019,0.273,0.5499,0.4423,5841,2.6,21.5,7.5,0.0,0.3357
792,8438.0,0.875,0.8369,0.8133,0.0983,9032,57.2,14.6,4.7,0.0,0.6732
793,8439.0,0.7841,0.5141,0.8993,0.8931,15401,87.7,2.5,2.2,0.3,0.8587
794,8357.0,0.6935,0.5114,0.9146,0.703,3146,94.1,1.0,0.0,0.2,0.734
795,8414.0,0.9499,0.6778,0.9103,0.9653,6685,78.6,17.3,0.0,0.0,0.976
