,NAME10,Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation,Crime,EP_AFAM,EP_HISP,EP_ASIAN,EP_AIAN,SVI
270,2302.0,0.7878,0.7113,0.806,0.8019,4192,9.7,61.9,2.9,0.0,0.8458
271,2303.0,0.9466,0.1708,0.8591,0.0587,1606,6.5,82.0,0.0,0.0,0.5372
272,2304.0,0.8311,0.6373,0.8462,0.3464,4385,0.6,83.5,1.0,0.0,0.7227
273,2305.0,0.9751,0.9398,0.9103,0.6566,7781,7.6,82.6,0.4,0.0,0.9619
274,2306.0,0.9859,0.9039,0.868,0.7715,22617,17.3,71.0,0.0,0.9,0.9699
275,2307.0,0.9705,0.8701,0.9054,0.9392,15139,5.2,87.6,0.0,0.0,0.9868
276,2308.0,0.8563,0.8962,0.8471,0.6671,3008,5.5,80.3,0.0,0.0,0.8897
277,2309.0,0.8053,0.1004,0.8072,0.7721,12687,12.3,60.4,1.4,0.0,0.6944
278,2311.0,0.9361,0.9257,0.9156,0.5034,4119,67.9,28.5,0.0,0.0,0.9042
279,2312.0,0.981,0.9929,0.9518,0.7641,25102,66.1,26.2,0.0,0.0,0.9896
280,2315.0,0.9942,0.9579,0.9487,0.7239,25880,72.6,25.3,0.0,0.0,0.9822
281,2402.0,0.1597,0.215,0.5459,0.4991,2696,1.9,23.6,6.2,0.0,0.2632
282,2403.0,0.0175,0.0074,0.3721,0.7214,3611,4.8,2.4,8.0,0.0,0.055
283,2405.0,0.0003,0.0064,0.3184,0.3756,6334,2.0,7.4,6.3,0.0,0.0071
284,2406.0,0.3474,0.0633,0.5861,0.5021,2668,4.7,26.5,5.9,0.0,0.2835
285,2407.0,0.6038,0.258,0.7218,0.4862,2669,8.0,46.5,2.8,0.0,0.5387
286,2408.0,0.6652,0.1437,0.7138,0.9779,2522,3.4,35.5,6.8,0.0,0.7448
287,2409.0,0.6892,0.2558,0.7648,0.266,8717,9.6,35.0,18.1,0.0,0.5135
288,2410.0,0.699,0.2233,0.7513,0.5083,8135,5.0,49.8,5.6,0.0,0.5875
289,2411.0,0.5129,0.0623,0.6531,0.6778,9998,7.9,30.5,4.7,0.0,0.4472
290,2412.0,0.215,0.0473,0.5192,0.6597,4703,6.6,15.4,7.9,0.0,0.2386
291,2413.0,0.0663,0.0743,0.4873,0.6186,3212,9.3,15.3,2.9,0.0,0.1744
292,2414.0,0.2386,0.0338,0.4661,0.8007,17045,8.5,9.6,4.7,0.0,0.2543
293,2415.0,0.1299,0.027,0.4203,0.4063,9886,1.6,11.6,3.5,0.0,0.0891
294,2416.0,0.32,0.0347,0.5207,0.4641,7962,2.1,19.8,6.9,0.0,0.199
295,2420.0,0.2552,0.0639,0.6531,0.9079,8150,13.9,14.3,14.7,0.0,0.4088
296,2421.0,0.0928,0.0221,0.5355,0.2534,7815,1.1,12.6,7.6,0.0,0.0458
297,2422.0,0.0455,0.035,0.3558,0.2635,5722,3.7,10.9,3.2,0.0,0.0341
298,2423.0,0.1413,0.0359,0.3583,0.8286,4995,0.4,10.8,5.1,0.0,0.2092
299,2424.0,0.4137,0.0479,0.2677,0.6032,6845,2.5,5.6,1.8,0.0,0.2819
300,2425.0,0.6339,0.0476,0.623,0.9294,5950,10.7,26.0,3.2,0.0,0.5912
301,2426.0,0.5295,0.1904,0.6359,0.3498,12022,6.0,35.9,0.6,0.0,0.4106
302,2427.0,0.629,0.1139,0.7191,0.4386,4135,12.9,41.0,1.9,0.0,0.4767
303,2428.0,0.457,0.3851,0.4544,0.3765,3554,0.4,24.7,1.8,0.0,0.414
304,2429.0,0.1112,0.1112,0.5763,0.7024,3823,5.1,23.1,5.6,0.0,0.2614
305,2430.0,0.3194,0.0418,0.5821,0.1892,4796,1.2,29.9,3.0,0.0,0.1364
306,2431.0,0.543,0.07,0.7108,0.2279,3876,2.0,43.2,5.6,0.0,0.3065
307,2432.0,0.1904,0.0292,0.6002,0.52,4505,6.8,26.6,5.9,0.0,0.1634
308,2433.0,0.3538,0.0172,0.4992,0.2439,4989,4.6,20.9,4.6,0.0,0.1041
309,2434.0,0.4782,0.1447,0.6687,0.7181,5667,5.6,30.3,6.9,0.0,0.5009
310,2435.0,0.1873,0.0215,0.591,0.5599,9219,16.3,13.6,5.3,0.0,0.152
311,2502.0,0.9076,0.7002,0.9134,0.5556,9499,51.2,44.3,0.0,0.0,0.8477
312,2503.0,0.9416,0.9705,0.9343,0.351,12271,61.2,33.7,0.5,0.0,0.8971
313,2504.0,0.8695,0.8624,0.9202,0.2113,15693,77.2,17.7,0.0,1.8,0.7537
314,2505.0,0.6299,0.2002,0.7657,0.4226,7696,25.8,38.3,1.2,0.0,0.5206
315,2506.0,0.8676,0.9856,0.9251,0.2417,11244,77.9,18.1,0.8,0.0,0.8326
316,2507.0,0.8956,0.316,0.988,0.7896,15473,74.8,20.1,0.0,0.0,0.8406
317,2508.0,0.8759,0.8062,0.973,0.2829,11505,95.5,3.6,0.0,0.0,0.7733
318,2510.0,0.93,0.9097,0.9696,0.34,6349,71.4,27.9,0.0,0.0,0.863
319,2511.0,0.9082,0.9997,0.9487,0.8274,14929,83.7,14.7,0.0,0.0,0.9936
320,2512.0,0.9779,0.6708,0.9671,0.4042,13824,68.3,31.0,0.0,0.0,0.8572
321,2513.0,0.9358,0.9748,0.9463,0.9607,15080,90.6,6.5,0.0,0.0,0.996
322,2514.0,0.9011,0.9112,0.8511,0.9834,15929,79.3,5.7,0.0,0.0,0.9889
323,2515.0,0.9545,0.8025,0.9377,0.9152,17479,84.1,12.9,0.0,0.0,0.9748
324,2516.0,0.9604,0.9969,0.9859,0.851,13756,72.8,26.0,0.0,0.0,0.9957
325,2517.0,0.6886,0.719,0.9251,0.3876,7753,77.2,19.7,0.0,0.0,0.6784
326,2518.0,0.9628,0.7279,0.9189,0.8796,28299,88.1,6.2,0.0,0.0,0.9641
327,2519.0,0.9509,0.7712,0.9189,0.7733,28890,91.2,4.8,0.0,0.0,0.9401
328,2520.0,0.8489,0.9573,0.9475,0.9389,20243,93.8,2.2,0.0,0.0,0.9773
329,2521.01,0.9721,0.9014,0.9582,0.6293,6921,97.3,0.1,0.0,0.0,0.9502
330,2521.02,0.9459,0.9739,0.9441,0.5292,21166,81.2,9.8,0.0,0.0,0.941
331,2522.01,0.9389,0.7936,0.9027,0.8265,11342,90.6,3.9,0.6,0.0,0.9499
332,2522.02,0.984,0.621,0.9487,0.9656,21345,96.3,0.9,1.1,0.0,0.9837
333,2601.0,0.9659,0.5875,0.8852,0.809,7898,85.0,5.7,0.3,0.0,0.9284
334,2602.0,0.9343,0.7899,0.988,0.5614,9151,97.1,2.9,0.0,0.0,0.8916
335,2603.0,0.9994,0.7654,0.9564,0.9969,7676,88.8,9.9,0.0,0.0,0.9997
336,2604.0,0.9045,0.773,0.9644,0.6784,6897,99.1,0.0,0.0,0.0,0.8977
337,2605.0,0.942,0.8286,0.9837,0.4287,9585,97.0,1.8,0.0,1.0,0.8698
338,2606.0,0.992,0.9349,0.9441,0.7878,10578,96.5,1.6,0.0,0.0,0.9816
339,2607.0,0.9954,0.9051,0.9582,0.5028,12785,93.6,3.2,0.0,0.0,0.9441
340,2608.0,0.9665,0.9011,0.8968,0.5737,12038,89.8,0.6,0.0,0.0,0.9309
341,2609.0,0.973,0.4429,0.8698,0.8366,7503,83.2,5.0,0.0,0.0,0.9171
342,2610.0,0.9023,0.8237,0.988,0.5654,8752,94.2,4.4,0.0,0.0,0.8814
343,2705.0,0.8756,0.9174,0.988,0.7571,10518,99.1,0.9,0.0,0.0,0.9386
344,2712.0,0.8814,0.5719,0.9064,0.6493,7563,88.5,1.2,0.2,0.0,0.8329
345,2713.0,0.8452,0.7402,0.988,0.6229,8439,91.5,1.8,1.2,0.0,0.8532
346,2714.0,0.9085,0.8262,0.8919,0.8922,6610,77.0,3.3,1.8,0.0,0.9582
347,2715.0,0.7675,0.9681,0.9146,0.3857,4367,81.5,6.4,0.0,0.0,0.8087
348,2718.0,0.9576,0.8111,0.988,0.5451,5971,93.9,6.1,0.0,0.0,0.9029
349,2801.0,0.0095,0.0154,0.5005,0.7064,11445,1.9,6.0,19.2,0.0,0.0676
350,2804.0,0.688,0.6603,0.8241,0.9094,6627,74.9,4.7,0.5,0.0,0.8246
351,2808.0,0.9635,0.5863,0.8606,0.996,7293,79.0,8.2,0.0,0.0,0.9902
352,2809.0,0.8114,0.7389,0.8882,0.3701,4472,84.3,2.8,5.9,0.0,0.7451
353,2819.0,0.1416,0.0107,0.6847,0.9592,11750,3.6,9.7,35.5,0.0,0.2601
354,2827.0,0.6812,0.4653,0.7934,0.4813,7826,32.2,22.5,12.3,0.0,0.6336
355,2828.0,0.6803,0.0728,0.7756,0.1665,3250,14.0,40.0,11.7,0.0,0.3679
356,2831.0,0.8729,0.8034,0.8324,0.6984,4136,29.8,19.4,30.6,0.0,0.8793
357,2832.0,0.4453,0.1241,0.7765,0.6035,4254,36.8,13.4,13.3,0.0,0.4493
358,2838.0,0.6459,0.4057,0.7796,0.8732,5245,47.5,10.1,9.4,0.0,0.7353
359,2909.0,0.9168,0.7795,0.988,0.5921,17058,99.6,0.0,0.4,0.0,0.8864
360,2912.0,0.9567,0.4985,0.9837,0.7835,11699,96.8,3.0,0.0,0.0,0.9097
361,2916.0,0.656,0.5359,0.7955,0.1425,1856,6.4,66.7,0.0,0.0,0.5034
362,2922.0,0.9874,0.2991,0.9325,0.4192,10603,83.5,11.4,0.9,0.0,0.7905
363,2924.0,0.891,0.2362,0.8351,0.6932,9012,79.8,3.3,0.0,0.0,0.769
364,2925.0,0.9702,0.477,0.9401,0.4149,13711,85.6,7.5,0.0,0.0,0.8099
365,3005.0,0.9079,0.6499,0.9021,0.3256,4013,3.3,91.4,0.0,0.3,0.7629
366,3006.0,0.9843,0.9604,0.9217,0.6689,5630,11.6,84.1,0.0,0.0,0.9711
367,3007.0,0.9668,0.6121,0.953,0.4463,7779,1.9,95.9,0.8,0.0,0.8437
368,3008.0,0.9936,0.8928,0.953,0.3729,8365,0.0,98.3,0.0,0.0,0.9079
369,3009.0,0.9306,0.8907,0.8922,0.8259,8784,0.0,93.7,0.0,0.0,0.961
370,3011.0,0.8449,0.9217,0.8585,0.4837,4386,3.0,85.4,0.0,0.0,0.8464
371,3012.0,0.9899,0.9346,0.8947,0.7546,7118,15.0,76.3,0.7,0.0,0.9751
372,3016.0,0.9997,1.0,0.9487,0.7257,6137,2.7,95.6,0.0,0.0,0.9988
373,3017.01,0.9131,0.8308,0.871,0.6385,5494,0.0,87.6,2.6,0.0,0.8943
374,3017.02,0.9506,0.8185,0.9269,0.3216,4460,0.0,96.5,0.0,0.0,0.8338
375,3018.01,0.9487,0.4527,0.9582,0.5516,4719,0.0,98.5,0.0,0.0,0.832
376,3018.02,0.9856,0.6063,0.9389,0.6886,7807,0.9,96.6,0.0,0.3,0.9198
377,3018.03,0.9496,0.2945,0.9177,0.4429,5483,0.0,96.5,0.0,0.0,0.7589
378,3102.0,0.6379,0.3194,0.7605,0.817,3116,3.8,42.8,17.1,0.0,0.6855
379,3103.0,0.8351,0.4284,0.8124,0.6959,3264,3.5,65.9,5.0,0.0,0.7795
380,3104.0,0.4521,0.0657,0.7522,0.5627,1855,2.2,45.1,12.3,0.0,0.3839
381,3105.0,0.8864,0.8249,0.8256,0.1579,2486,0.0,80.1,0.5,0.0,0.7162
382,3106.0,0.7718,0.0961,0.7593,0.9045,9931,4.4,54.5,6.5,0.0,0.7291
383,3107.0,0.9764,0.3406,0.8032,0.9622,3035,2.7,60.8,7.9,0.0,0.9524
384,3108.0,0.8252,0.1572,0.848,0.5467,6917,1.3,77.2,4.8,0.0,0.6698
385,3109.0,0.9048,0.6972,0.8302,0.4456,8138,1.8,76.6,1.2,0.0,0.8028
386,3201.0,0.2638,0.4564,0.6208,0.93,40768,4.4,9.2,26.3,0.0,0.5725
387,3204.0,0.3839,0.0218,0.5726,0.9527,23349,10.6,7.1,17.3,0.0,0.4115
388,3206.0,0.1892,0.0206,0.5665,0.9484,8668,8.2,9.6,17.4,0.0,0.2945
389,3302.0,0.2614,0.856,0.6752,0.4877,6623,20.2,5.4,20.4,0.0,0.4994
390,3403.0,0.8649,0.9911,0.8784,0.6966,1514,0.0,15.5,75.2,0.0,0.9509
391,3404.0,0.8415,0.2795,0.8692,0.8572,2629,4.7,3.9,80.1,0.0,0.817
392,3405.0,0.8225,0.6751,0.7062,0.9321,3592,4.7,13.7,36.2,0.0,0.899
393,3406.0,0.9717,0.8375,0.9011,0.7141,6201,91.0,0.0,0.0,0.0,0.9459
394,3501.0,0.4582,0.0252,0.8938,0.7383,2347,34.9,2.7,52.0,0.6,0.3919
395,3504.0,0.9708,0.7122,0.9785,0.8139,7305,99.6,0.0,0.0,0.0,0.9558
396,3510.0,0.7214,0.0848,0.9177,0.3867,7734,74.7,1.7,13.1,0.0,0.5283
397,3511.0,0.9278,0.8615,0.9607,0.6271,10824,89.7,7.9,0.0,0.0,0.9189
398,3514.0,0.9579,0.973,0.9091,0.9475,7046,87.6,5.4,2.2,0.0,0.9951
399,3515.0,0.7623,0.2494,0.8443,0.5937,2940,51.8,7.0,24.4,0.0,0.6791
400,3602.0,0.9091,0.9598,0.9757,0.7131,4298,89.1,4.4,6.0,0.0,0.9579
401,3801.0,0.8262,0.3805,0.9122,0.7804,6083,91.7,1.0,0.0,1.0,0.8068
402,3802.0,0.6136,0.6044,0.973,0.4115,3858,95.1,0.5,1.3,0.0,0.6278
403,3812.0,0.5436,0.1207,0.9546,0.3636,6833,92.8,1.6,0.0,0.0,0.4407
404,3814.0,0.9893,0.9595,0.9607,0.5845,9326,84.9,8.9,3.9,0.0,0.9665
405,3815.0,0.9625,0.8191,0.9269,0.7006,1905,94.5,0.0,0.0,0.0,0.9389
406,3817.0,0.0,0.0,0.0,0.0,2632,0.0,0.0,0.0,0.0,0.0
407,3818.0,0.7933,0.4054,0.8741,0.8738,8610,86.3,1.9,1.7,0.0,0.8256
408,3819.0,0.7432,0.6701,0.9091,0.4576,4044,88.0,1.3,0.4,0.4,0.7236
409,3901.0,0.6784,0.2528,0.8873,0.4886,4493,74.6,1.1,4.2,3.1,0.5995
410,3902.0,0.4054,0.6883,0.8167,0.5946,4585,57.4,3.7,6.6,0.0,0.5814
411,3903.0,0.8216,0.9853,0.8578,0.9241,8959,82.8,3.0,0.9,0.2,0.973
412,3904.0,0.8477,0.57,0.8591,0.8836,9123,84.2,1.0,0.0,0.0,0.8867
413,3905.0,0.6729,0.2036,0.8023,0.6705,2599,60.3,6.0,6.8,0.0,0.6262
414,3906.0,0.5645,0.836,0.6945,0.7279,3026,45.4,1.9,4.4,0.0,0.7178
415,3907.0,0.4558,0.2515,0.8072,0.6548,7742,58.3,1.2,11.9,0.0,0.5304
416,4003.0,0.8424,0.914,0.9757,0.867,11536,92.4,7.1,0.0,0.0,0.9518
417,4004.0,0.8977,0.9463,0.9146,0.8971,10563,96.0,0.0,0.0,0.0,0.9739
418,4005.0,0.9533,0.8366,0.9671,0.3747,12378,97.5,0.4,0.0,0.4,0.8664
419,4008.0,0.9785,0.7045,0.9607,0.7058,14641,93.0,1.8,0.0,0.0,0.934
420,4101.0,0.6517,0.0666,0.7716,0.9398,3555,37.2,12.7,8.0,0.0,0.6545
421,4102.0,0.6241,0.0482,0.7283,0.9272,1112,31.9,11.3,13.9,0.6,0.6014
422,4105.0,0.5743,0.0854,0.732,0.7288,5398,37.5,3.7,17.5,0.0,0.5273
423,4106.0,0.7015,0.0584,0.708,0.7491,2640,18.5,16.0,15.5,0.0,0.5737
424,4107.0,0.7457,0.1579,0.6976,0.8781,3952,22.3,9.1,17.7,0.0,0.719
425,4108.0,0.4641,0.1109,0.6828,0.9693,5768,17.6,5.5,19.3,0.0,0.6121
426,4109.0,0.5553,0.0387,0.6208,0.8504,4750,21.5,4.6,8.2,0.1,0.4886
427,4110.0,0.6078,0.2525,0.7393,0.9604,4873,38.5,4.9,10.1,0.3,0.7362
428,4111.0,0.2346,0.2816,0.5698,0.7721,3020,3.8,4.7,18.2,0.0,0.4294
429,4112.0,0.3805,0.4972,0.5932,0.9334,1741,6.3,7.9,17.8,0.0,0.6351
430,4201.0,0.8999,0.8428,0.9343,0.6063,5246,89.8,2.0,2.2,0.0,0.8876
431,4202.0,0.7227,0.5424,0.821,0.7779,4028,65.0,4.7,6.3,0.0,0.7663
432,4203.0,0.8234,0.0451,0.7624,0.9619,3113,37.3,7.8,16.8,0.0,0.7442
433,4204.0,0.9229,0.6729,0.8072,0.3937,4950,53.0,9.5,10.7,0.0,0.7927
434,4205.0,0.9241,0.5955,0.973,0.727,12862,97.7,0.5,1.2,0.0,0.8907
435,4206.0,0.9291,0.8022,0.9091,0.6775,12001,89.5,3.0,0.0,0.0,0.9122
436,4207.0,0.9484,0.601,0.9644,0.6711,30497,94.6,2.2,0.0,0.0,0.8934
437,4208.0,0.9192,0.738,0.9389,0.8145,11176,88.4,0.0,0.7,0.0,0.9312
438,4212.0,0.9754,0.6873,0.9475,0.7242,7639,91.2,2.2,0.0,3.4,0.9324
439,4301.01,0.9189,0.1493,0.953,0.606,16486,95.9,2.7,0.0,0.0,0.75
440,4301.02,0.7135,0.3071,0.9401,0.8851,8791,93.0,2.1,0.8,0.0,0.7709
441,4302.0,0.918,0.5313,0.9054,0.9026,19747,89.3,4.1,0.7,1.3,0.9272
442,4303.0,0.762,0.8848,0.9644,0.871,11583,97.3,1.7,0.0,0.0,0.9143
443,4304.0,0.7973,0.6238,0.93,0.9831,13146,91.1,2.4,0.0,0.0,0.9444
444,4305.0,0.9281,0.8093,0.953,0.8747,17208,97.1,1.1,0.0,0.0,0.9625
445,4306.0,0.5983,0.6889,0.9564,0.8799,9704,90.3,3.6,0.4,0.0,0.7921
446,4307.0,0.9072,0.3093,0.9156,0.7985,6690,94.2,1.3,0.0,0.0,0.8412
447,4308.0,0.7036,0.4177,0.9785,0.5132,6706,96.0,2.6,0.0,0.0,0.6723
448,4309.0,0.8587,0.8191,0.973,0.5842,7127,98.1,0.0,0.1,0.0,0.8658
449,4312.0,0.5912,0.5501,0.9671,0.1913,10690,96.9,0.3,0.0,0.0,0.5246
450,4313.01,0.9395,0.7933,0.9027,0.8821,18711,90.4,2.9,0.6,0.0,0.9631
451,4313.02,0.9435,0.8603,0.953,0.9205,22317,87.6,10.9,0.0,0.0,0.9776
452,4314.0,0.8421,0.9558,0.8821,0.9628,21760,88.7,1.4,0.2,0.0,0.9797
453,4401.01,0.9914,0.4472,0.9785,0.8802,24823,96.0,1.7,0.0,0.0,0.9545
454,4401.02,0.7847,0.2294,0.9027,0.3022,20413,92.2,2.3,0.0,0.0,0.5964
455,4402.01,0.7611,0.8317,0.9757,0.5255,17777,95.6,0.0,0.0,0.0,0.7948
456,4402.02,0.8385,0.5851,0.988,0.277,10225,97.6,1.6,0.0,0.0,0.7076
457,4403.0,0.7792,0.4803,0.988,0.3947,14240,98.1,0.0,0.0,0.0,0.6947
458,4406.0,0.7475,0.82,0.988,0.0332,5997,98.2,1.4,0.0,0.0,0.551
459,4407.0,0.7205,0.5903,0.9644,0.2933,4312,99.1,0.0,0.0,0.0,0.6416
460,4408.0,0.9662,0.4367,0.9582,0.6695,5911,95.2,2.5,0.8,0.0,0.8768
461,4409.0,0.8661,0.4739,0.9859,0.6081,9027,99.9,0.0,0.0,0.0,0.8059
462,4503.0,0.7902,0.5396,0.9564,0.1883,12706,93.6,0.0,0.0,0.0,0.633
463,4601.0,0.9174,0.6877,0.93,0.7865,14920,78.3,15.8,1.3,0.0,0.9115
464,4602.0,0.9905,0.9948,0.8858,0.8947,8828,22.1,70.6,0.0,0.0,0.9972
465,4603.01,0.9905,0.9284,0.9582,0.2915,11183,67.0,30.6,0.2,0.4,0.8959
466,4603.02,0.9263,0.6308,0.8717,0.7291,16140,83.9,5.8,0.0,0.0,0.8879
467,4604.0,0.7104,0.5405,0.9837,0.3953,13126,98.3,0.0,0.0,0.0,0.6665
468,4605.0,0.5918,0.1216,0.9816,0.4807,20230,98.2,1.4,0.0,0.0,0.5157
469,4606.0,0.9794,0.9109,0.9441,0.777,6333,70.0,26.1,0.6,0.0,0.9724
470,4607.0,0.9794,0.9109,0.9441,0.777,11817,70.0,26.1,0.6,0.0,0.9724
471,4610.0,0.8501,0.9816,0.8876,0.7955,7899,56.6,35.5,0.0,0.0,0.957
472,4701.0,0.8277,0.84,0.9334,0.8163,10305,88.9,7.2,0.0,0.0,0.906
473,4801.0,0.6044,0.5003,0.973,0.2393,7829,98.1,0.3,0.0,0.0,0.5433
474,4802.0,0.6999,0.5989,0.988,0.2764,4351,88.9,3.0,0.0,0.0,0.6284
475,4803.0,0.6431,0.5326,0.9463,0.3596,4807,93.1,3.2,0.0,0.7,0.6106
476,4804.0,0.41,0.5307,0.9757,0.2144,14288,98.9,0.4,0.0,0.3,0.4367
477,4805.0,0.7936,0.976,0.9475,0.3882,8278,81.8,15.6,0.3,0.0,0.8323
478,4903.0,0.6499,0.7859,0.9441,0.148,6776,96.6,0.0,0.0,0.0,0.5774
479,4904.0,0.6499,0.7859,0.9441,0.148,2826,96.6,0.0,0.0,0.0,0.5774
480,4905.0,0.7822,0.9389,0.9441,0.2955,8245,94.2,1.1,1.3,0.0,0.7684
481,4906.0,0.8102,0.7205,0.8772,0.2727,5925,89.2,0.0,1.8,0.0,0.7045
482,4907.0,0.832,0.7168,0.988,0.1207,10171,97.8,2.2,0.0,0.0,0.6588
483,4908.0,0.8735,0.3842,0.9546,0.4588,13066,97.0,0.3,0.2,0.4,0.7432
484,4909.01,0.98,0.5577,0.988,0.5175,15012,97.4,2.3,0.0,0.0,0.8704
485,4909.02,0.7518,0.6597,0.988,0.4155,17202,98.1,0.9,0.5,0.0,0.7221
486,4910.0,0.9926,0.5756,0.9859,0.9579,26284,96.1,1.8,0.6,0.0,0.9828
487,4911.0,0.8345,0.6858,0.9269,0.6204,11837,92.5,3.7,0.0,0.0,0.8249
488,4912.0,0.8268,0.9248,0.9119,0.3388,10414,88.5,4.4,0.0,0.0,0.7973
489,4913.0,0.9588,0.5762,0.9644,0.9048,12695,97.4,0.7,0.0,0.0,0.9592
490,4914.0,0.9671,0.9005,0.9343,0.9936,19725,95.3,0.1,0.0,0.0,0.9979
491,5001.0,0.4459,0.2297,0.9546,0.047,9075,97.7,1.0,0.0,0.0,0.2457
492,5002.0,0.9029,0.6505,0.9546,0.5811,10889,93.4,0.0,0.0,0.0,0.8483
493,5003.0,0.91,0.4592,0.6942,0.1873,6078,30.9,16.0,0.3,0.0,0.6511
494,5101.0,0.9696,0.9383,0.8615,0.3753,5190,13.0,75.8,0.0,0.0,0.8965
495,5102.0,0.9155,0.9278,0.8922,0.4168,6820,69.5,23.3,0.0,0.0,0.8701
496,5103.0,0.8544,0.8775,0.9696,0.394,20106,99.3,0.0,0.0,0.0,0.8213
497,5201.0,0.844,0.6904,0.8723,0.6404,4651,0.0,90.4,0.0,0.0,0.8305
498,5202.0,0.8492,0.918,0.8634,0.3176,7498,8.2,80.5,0.4,0.0,0.7942
499,5203.0,0.9383,0.949,0.8582,0.1677,8318,0.3,88.0,0.0,0.0,0.8071
500,5204.0,0.859,0.8277,0.8631,0.2893,5677,1.2,87.7,0.1,0.0,0.7571
501,5205.0,0.5952,0.8713,0.8299,0.1585,3971,1.8,78.3,0.7,0.0,0.5666
502,3805.0,0.6935,0.5114,0.9146,0.703,2741,94.1,1.0,0.0,0.2,0.734
503,3807.0,0.6935,0.5114,0.9146,0.703,4770,94.1,1.0,0.0,0.2,0.734
504,8410.0,0.1468,0.1281,0.6426,0.1287,28908,2.4,5.3,33.5,0.0,0.1069
505,8359.0,0.8314,0.9837,0.8615,0.8213,12905,84.2,2.7,1.5,0.0,0.9549
506,5206.0,0.4969,0.9785,0.8545,0.3013,3815,0.0,86.7,0.6,0.0,0.637
507,5301.0,0.9886,0.9797,0.9785,0.6576,9610,36.8,57.8,0.0,0.0,0.9782
508,5302.0,0.9349,0.7976,0.9696,0.2819,23515,93.7,5.6,0.0,0.0,0.8105
509,5303.0,0.852,0.6649,0.9671,0.2647,13472,96.1,0.0,0.0,0.6,0.7288
510,5304.0,0.746,0.6803,0.9401,0.2343,6233,94.2,2.9,0.0,0.0,0.6554
511,5305.01,0.871,0.5547,0.9401,0.7936,20305,94.1,2.6,0.0,0.0,0.871
512,5305.02,0.7979,0.6966,0.988,0.0623,5103,96.3,3.3,0.0,0.0,0.5851
513,5305.03,0.7955,0.6784,0.9837,0.3894,15563,95.3,1.8,0.0,0.0,0.7423
514,5306.0,0.7893,0.6336,0.9757,0.8716,11549,94.5,1.2,0.0,0.0,0.8784
515,5401.01,0.9094,0.391,0.9696,0.8679,17659,93.2,6.1,0.0,0.0,0.8928
516,5401.02,0.9327,0.4315,0.9546,0.6213,14183,98.2,0.5,0.0,0.0,0.8391
517,5501.0,0.8191,0.676,0.7495,0.8725,11484,7.6,55.3,0.0,0.0,0.8759
518,5502.0,0.606,0.3796,0.7482,0.1787,3841,5.0,57.8,0.0,0.0,0.4576
519,5601.0,0.7543,0.75,0.8649,0.5697,3416,17.0,65.3,6.8,0.0,0.7715
520,5602.0,0.8166,0.8587,0.9401,0.2583,6953,61.4,34.6,0.0,0.0,0.746
521,5603.0,0.8673,0.8572,0.8161,0.3569,4024,2.2,73.4,0.8,0.0,0.7912
522,5604.0,0.8953,0.9868,0.8072,0.5749,2875,2.9,69.2,3.5,0.0,0.9275
523,5607.0,0.8658,0.5077,0.7249,0.8768,5045,1.2,57.9,0.2,0.0,0.8679
524,5608.0,0.6744,0.7755,0.7286,0.3262,6146,4.2,54.9,0.4,0.0,0.6364
525,5609.0,0.383,0.2746,0.6392,0.2307,4211,0.0,43.7,0.8,0.0,0.3136
526,5610.0,0.0958,0.3999,0.6088,0.3056,4032,0.0,40.4,0.0,0.0,0.2178
527,5611.0,0.5728,0.5028,0.6798,0.1628,4995,0.2,50.1,0.7,0.0,0.4453
528,5701.0,0.7242,0.6339,0.8492,0.5031,3109,0.0,79.4,5.7,0.0,0.7095
529,5702.0,0.5903,0.3704,0.8585,0.4512,4645,0.0,80.6,7.8,0.0,0.5651
530,5703.0,0.8867,0.6999,0.8483,0.5611,8662,1.8,79.8,4.3,0.0,0.8262
531,5704.0,0.7712,0.6665,0.8376,0.7783,4761,0.1,80.3,3.4,0.0,0.8222
532,5705.0,0.8572,0.238,0.8284,0.2847,3371,0.0,78.9,2.3,0.0,0.6247
533,5801.0,0.9373,0.8299,0.8901,0.4788,4700,6.9,46.0,36.9,1.0,0.8716
534,5802.0,0.9527,0.8486,0.8953,0.199,4842,0.2,82.2,11.7,0.0,0.7958
535,5803.0,0.9017,0.6133,0.9002,0.0479,2446,0.3,79.7,13.2,0.0,0.6041
536,5804.0,0.8526,0.4549,0.8757,0.4493,7830,0.1,77.5,13.2,0.0,0.7389
537,5805.01,0.9109,0.6735,0.8747,0.898,7864,0.0,80.1,10.3,0.0,0.938
538,5805.02,0.9736,0.7184,0.891,0.6136,6484,0.3,83.4,8.6,0.0,0.9039
539,5806.0,0.9558,0.8102,0.8557,0.6367,7050,2.6,76.4,8.4,0.0,0.9155
540,5807.0,0.934,0.8765,0.88,0.2853,7398,3.9,77.3,8.5,0.0,0.8209
541,5808.0,0.8897,0.5995,0.9564,0.223,3298,0.0,97.6,1.2,0.0,0.715
542,5905.0,0.758,0.5832,0.825,0.7451,4463,3.2,42.6,31.9,0.0,0.7853
543,5906.0,0.7248,0.6038,0.8099,0.2697,4110,0.0,52.6,22.1,0.0,0.6201
544,5907.0,0.777,0.1336,0.8692,0.5476,5062,0.9,70.4,18.4,0.0,0.6318
