,FIPS,Crime prevelance,Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation,EP_AFAM,EP_HISP,EP_ASIAN,EP_AIAN,Binge Drinking,Smoking,Depression,Physical Inactivity,Sleep<7hours
273,17031230500,8696,0.9798,0.9002,0.953,0.6113,7.6,82.6,0.4,0.0,12.5,21.7,16.7,46.1,37.2
274,17031230600,28047,0.9875,0.8584,0.9077,0.741,17.3,71.0,0.0,0.9,13.4,19.5,15.5,38.2,39.0
275,17031230700,20956,0.9762,0.8207,0.9482,0.8951,5.2,87.6,0.0,0.0,13.8,17.9,15.6,39.1,36.4
276,17031230800,3720,0.8623,0.8473,0.8837,0.6726,5.5,80.3,0.0,0.0,14.1,14.3,15.0,34.4,33.9
277,17031230900,15639,0.8233,0.1136,0.8271,0.7558,12.3,60.4,1.4,0.0,14.8,14.4,15.1,30.3,34.7
278,17031231100,6437,0.9488,0.9065,0.9575,0.4699,67.9,28.5,0.0,0.0,11.6,19.5,14.8,36.0,42.0
279,17031231200,41001,0.9826,0.983,0.979,0.7363,66.1,26.2,0.0,0.0,11.8,21.3,15.5,37.6,42.2
280,17031231500,40288,0.9946,0.9469,0.9779,0.7015,72.6,25.3,0.0,0.0,10.8,21.6,14.9,37.4,44.3
281,17031240200,3681,0.1343,0.2082,0.5418,0.4677,1.9,23.6,6.2,0.0,19.1,8.6,14.6,14.5,28.3
282,17031240300,4164,0.0168,0.005,0.3752,0.6226,4.8,2.4,8.0,0.0,20.8,7.2,14.9,11.7,27.4
283,17031240500,6958,0.0016,0.0051,0.3249,0.3711,2.0,7.4,6.3,0.0,22.4,7.3,15.4,10.5,28.1
284,17031240600,3032,0.2914,0.0673,0.5806,0.4771,4.7,26.5,5.9,0.0,18.7,10.8,14.6,19.1,30.8
285,17031240700,3039,0.5596,0.2934,0.7338,0.4537,8.0,46.5,2.8,0.0,16.0,11.4,14.4,24.0,31.7
286,17031240800,2913,0.6313,0.1605,0.7228,0.9623,3.4,35.5,6.8,0.0,15.9,10.6,13.5,23.8,31.5
287,17031240900,10362,0.6593,0.2582,0.7762,0.2606,9.6,35.0,18.1,0.0,14.2,14.2,14.6,29.1,34.0
288,17031241000,9671,0.6704,0.2291,0.7605,0.5095,5.0,49.8,5.6,0.0,14.6,11.9,14.4,26.6,32.4
289,17031241100,11950,0.4632,0.0629,0.6522,0.5788,7.9,30.5,4.7,0.0,18.2,11.9,15.4,20.4,32.6
290,17031241200,5018,0.1784,0.0374,0.5175,0.6235,6.6,15.4,7.9,0.0,18.2,9.1,14.8,16.8,29.0
291,17031241300,3405,0.0564,0.0728,0.4901,0.6196,9.3,15.3,2.9,0.0,20.0,8.8,15.4,13.8,29.3
292,17031241400,18360,0.1992,0.0251,0.4678,0.7056,8.5,9.6,4.7,0.0,20.2,8.6,15.7,13.8,28.8
293,17031241500,10998,0.1072,0.0208,0.4177,0.403,1.6,11.6,3.5,0.0,22.1,7.5,15.0,11.8,28.2
294,17031241600,8665,0.2679,0.0266,0.5186,0.4289,2.1,19.8,6.9,0.0,21.2,8.9,15.5,14.4,28.9
295,17031242000,8975,0.2252,0.0511,0.6522,0.8837,13.9,14.3,14.7,0.0,17.4,8.6,14.1,17.2,29.9
296,17031242100,8568,0.0722,0.0159,0.5312,0.2557,1.1,12.6,7.6,0.0,21.0,7.8,14.8,12.7,28.3
297,17031242200,6181,0.0328,0.0289,0.3609,0.2657,3.7,10.9,3.2,0.0,20.9,8.5,15.5,13.2,28.7
298,17031242300,5348,0.1189,0.0296,0.3623,0.7581,0.4,10.8,5.1,0.0,20.4,8.4,15.4,13.2,28.4
299,17031242400,7557,0.3592,0.0405,0.2705,0.5762,2.5,5.6,1.8,0.0,19.0,9.6,16.1,15.1,28.6
300,17031242500,6627,0.6025,0.041,0.6174,0.8632,10.7,26.0,3.2,0.0,17.6,12.5,16.0,20.9,31.0
301,17031242600,13772,0.4762,0.1878,0.633,0.3281,6.0,35.9,0.6,0.0,17.1,11.2,15.0,21.2,31.0
302,17031242700,4823,0.5998,0.1106,0.7313,0.4069,12.9,41.0,1.9,0.0,15.2,14.2,15.5,26.8,34.7
303,17031242800,3818,0.3975,0.3901,0.4527,0.3747,0.4,24.7,1.8,0.0,17.8,11.1,15.4,17.8,29.8
304,17031242900,4096,0.0807,0.1081,0.5731,0.6743,5.1,23.1,5.6,0.0,18.8,8.4,14.7,14.7,28.3
305,17031243000,5166,0.2628,0.0341,0.578,0.193,1.2,29.9,3.0,0.0,19.3,10.5,14.9,17.1,30.0
306,17031243100,4263,0.4908,0.0732,0.7191,0.2322,2.0,43.2,5.6,0.0,18.4,9.0,13.9,17.6,29.0
307,17031243200,4907,0.1531,0.0234,0.5949,0.5181,6.8,26.6,5.9,0.0,19.5,8.3,14.0,15.1,28.9
308,17031243300,5455,0.2759,0.0105,0.4994,0.2336,4.6,20.9,4.6,0.0,19.7,10.4,15.7,15.7,29.7
309,17031243400,6123,0.4412,0.1659,0.6661,0.6604,5.6,30.3,6.9,0.0,19.2,9.6,14.6,16.8,29.6
310,17031243500,9807,0.1563,0.0154,0.5864,0.5219,16.3,13.6,5.3,0.0,19.6,9.4,15.2,14.0,30.4
311,17031250200,12391,0.9168,0.6666,0.9558,0.5217,51.2,44.3,0.0,0.0,13.1,16.4,13.8,31.6,39.5
312,17031250300,14841,0.9477,0.9388,0.9691,0.3357,61.2,33.7,0.5,0.0,11.4,21.1,15.1,36.9,43.4
313,17031250400,19259,0.8655,0.8486,0.9604,0.2072,77.2,17.7,0.0,1.8,11.7,18.3,14.3,32.3,42.8
314,17031250500,8503,0.5934,0.2087,0.777,0.4004,25.8,38.3,1.2,0.0,13.7,12.4,14.0,23.7,33.5
315,17031250600,13960,0.8645,0.9685,0.9622,0.241,77.9,18.1,0.8,0.0,11.3,18.2,13.7,32.8,42.8
316,17031250700,19194,0.8913,0.336,0.9959,0.6903,74.8,20.1,0.0,0.0,10.7,21.3,15.0,36.3,44.8
317,17031250800,15140,0.8747,0.7878,0.9896,0.2511,95.5,3.6,0.0,0.0,11.3,19.3,14.2,35.2,43.0
318,17031251000,9470,0.9414,0.8601,0.9885,0.3062,71.4,27.9,0.0,0.0,11.2,22.3,15.3,37.5,44.9
319,17031251100,22971,0.9199,0.9987,0.9779,0.7786,83.7,14.7,0.0,0.0,9.3,26.9,16.3,44.9,46.4
320,17031251200,17755,0.9827,0.7135,0.9873,0.3916,68.3,31.0,0.0,0.0,10.5,23.1,15.2,38.8,45.1
321,17031251300,18468,0.9385,0.9612,0.9756,0.9257,90.6,6.5,0.0,0.0,10.6,22.0,15.0,37.3,44.8
322,17031251400,18365,0.901,0.9054,0.8881,0.9525,79.3,5.7,0.0,0.0,10.6,18.9,14.0,33.6,42.7
323,17031251500,25112,0.958,0.7718,0.9713,0.8804,84.1,12.9,0.0,0.0,10.0,28.5,16.2,44.3,47.1
324,17031251600,22255,0.9657,0.9898,0.9952,0.757,72.8,26.0,0.0,0.0,9.6,27.8,16.4,44.6,47.2
325,17031251700,11616,0.6574,0.7249,0.9622,0.3718,77.2,19.7,0.0,0.0,12.7,16.1,13.6,29.0,42.2
326,17031251800,42106,0.9598,0.7036,0.9596,0.8344,88.1,6.2,0.0,0.0,9.6,28.5,16.4,45.4,47.8
327,17031251900,40954,0.9509,0.725,0.9596,0.7139,91.2,4.8,0.0,0.0,10.6,25.6,16.0,40.3,47.0
328,17031252000,25648,0.8643,0.9505,0.9769,0.9132,93.8,2.2,0.0,0.0,10.0,24.0,15.6,39.8,45.9
329,17031252101,8402,0.9729,0.8863,0.9836,0.5803,97.3,0.1,0.0,0.0,9.3,23.5,15.1,41.0,45.2
330,17031252102,29065,0.9451,0.9391,0.9746,0.4997,81.2,9.8,0.0,0.0,10.7,19.9,14.3,34.9,44.6
331,17031252201,14014,0.939,0.788,0.9464,0.7975,90.6,3.9,0.6,0.0,9.7,20.0,13.9,37.2,43.5
332,17031252202,33652,0.9819,0.6244,0.9779,0.9334,96.3,0.9,1.1,0.0,9.6,27.4,16.4,44.0,46.9
333,17031260100,10541,0.9698,0.6176,0.9269,0.7564,85.0,5.7,0.3,0.0,9.7,27.4,15.8,44.4,46.3
334,17031260200,16370,0.9441,0.7672,0.9959,0.5184,97.1,2.9,0.0,0.0,10.6,25.2,16.0,40.2,46.3
335,17031260300,10802,0.9983,0.7256,0.9825,0.996,88.8,9.9,0.0,0.0,10.1,26.7,16.0,43.0,46.6
336,17031260400,10716,0.9085,0.7666,0.9862,0.6324,99.1,0.0,0.0,0.0,9.7,30.9,17.1,47.3,48.2
337,17031260500,15789,0.9508,0.7921,0.9943,0.4166,97.0,1.8,0.0,1.0,10.2,27.6,16.8,43.1,47.2
338,17031260600,16197,0.9873,0.9166,0.9746,0.7023,96.5,1.6,0.0,0.0,9.4,30.5,17.2,47.8,47.8
339,17031260700,19324,0.9935,0.8974,0.9836,0.4524,93.6,3.2,0.0,0.0,10.0,28.3,16.7,44.5,47.4
340,17031260800,19604,0.9643,0.8689,0.9401,0.5166,89.8,0.6,0.0,0.0,9.7,28.1,16.2,44.3,47.7
341,17031260900,9613,0.9676,0.4144,0.9104,0.7933,83.2,5.0,0.0,0.0,10.7,25.7,15.8,40.5,47.0
342,17031261000,11110,0.8995,0.8136,0.9959,0.5085,94.2,4.4,0.0,0.0,10.1,23.9,15.2,40.2,46.2
343,17031270500,14003,0.904,0.9007,0.9959,0.6892,99.1,0.9,0.0,0.0,9.7,27.8,16.6,44.3,46.5
344,17031271200,11138,0.8782,0.5628,0.9491,0.6245,88.5,1.2,0.2,0.0,11.0,23.5,15.5,37.2,45.3
345,17031271300,11080,0.8737,0.6949,0.9959,0.5739,91.5,1.8,1.2,0.0,9.9,27.6,16.9,43.5,47.2
346,17031271400,8744,0.9078,0.8,0.935,0.8553,77.0,3.3,1.8,0.0,10.6,24.0,15.6,38.6,45.7
347,17031271500,6016,0.7904,0.9382,0.9566,0.3389,81.5,6.4,0.0,0.0,10.7,21.6,15.1,35.6,45.2
348,17031271800,8612,0.964,0.7746,0.9959,0.4907,93.9,6.1,0.0,0.0,9.4,32.9,17.1,49.2,49.5
349,17031280100,12832,0.0109,0.0093,0.5007,0.6488,1.9,6.0,19.2,0.0,20.1,6.4,14.2,10.8,28.2
350,17031280400,7488,0.6692,0.6134,0.8518,0.8864,74.9,4.7,0.5,0.0,11.1,23.1,17.3,36.5,44.5
351,17031280800,10599,0.9674,0.582,0.901,0.9887,79.0,8.2,0.0,0.0,10.3,18.4,14.3,34.6,42.2
352,17031280900,5678,0.8093,0.6984,0.9306,0.3442,84.3,2.8,5.9,0.0,10.7,25.0,17.5,38.6,46.4
353,17031281900,13712,0.1079,0.0068,0.6868,0.9438,3.6,9.7,35.5,0.0,17.9,6.7,13.1,12.7,29.0
354,17031282700,8520,0.6684,0.4795,0.812,0.451,32.2,22.5,12.3,0.0,14.9,13.6,14.3,24.5,36.3
355,17031282800,3571,0.6615,0.0757,0.789,0.171,14.0,40.0,11.7,0.0,15.9,11.4,14.6,22.1,32.9
356,17031283100,4601,0.8756,0.7718,0.8645,0.6437,29.8,19.4,30.6,0.0,13.2,11.2,14.3,23.2,33.6
357,17031283200,4663,0.4255,0.123,0.7896,0.5543,36.8,13.4,13.3,0.0,15.7,11.9,14.8,20.3,34.0
358,17031283800,5589,0.6092,0.4152,0.7938,0.8434,47.5,10.1,9.4,0.0,14.4,11.5,13.8,21.6,34.5
359,17031290900,22583,0.9148,0.767,0.9959,0.5399,99.6,0.0,0.4,0.0,10.5,24.6,15.9,40.2,46.4
360,17031291200,14608,0.9588,0.4556,0.9943,0.7346,96.8,3.0,0.0,0.0,10.6,25.4,16.7,39.6,46.9
361,17031291600,2038,0.622,0.5563,0.8138,0.1309,6.4,66.7,0.0,0.0,14.3,16.3,14.9,33.2,36.5
362,17031292200,13363,0.9861,0.3095,0.9662,0.382,83.5,11.4,0.9,0.0,10.4,24.8,15.9,40.2,46.1
363,17031292400,10810,0.895,0.2282,0.8685,0.6384,79.8,3.3,0.0,0.0,11.0,24.0,15.5,38.2,45.8
364,17031292500,17542,0.9686,0.5044,0.9734,0.3739,85.6,7.5,0.0,0.0,10.0,22.0,15.3,38.6,44.4
365,17031300500,4546,0.9261,0.6485,0.9456,0.3049,3.3,91.4,0.0,0.3,14.5,20.4,16.2,41.9,36.9
366,17031300600,6228,0.9905,0.9427,0.9613,0.6431,11.6,84.1,0.0,0.0,13.4,18.3,15.4,39.3,36.8
367,17031300700,9094,0.9785,0.5972,0.98,0.4275,1.9,95.9,0.8,0.0,14.1,19.7,16.5,42.6,35.9
368,17031300800,9879,0.9971,0.8593,0.98,0.3471,0.0,98.3,0.0,0.0,13.3,22.7,17.1,47.5,37.5
369,17031300900,10051,0.949,0.8698,0.9357,0.7616,0.0,93.7,0.0,0.0,13.9,21.4,16.9,45.2,36.8
370,17031301100,4840,0.8784,0.8731,0.8996,0.4659,3.0,85.4,0.0,0.0,14.4,17.5,15.7,39.0,35.2
371,17031301200,7982,0.9913,0.8925,0.9388,0.7165,15.0,76.3,0.7,0.0,13.3,21.0,16.4,44.8,37.3
372,17031301600,7027,0.9995,0.999,0.9779,0.7029,2.7,95.6,0.0,0.0,13.9,18.9,15.9,42.8,35.8
373,17031301701,5993,0.9288,0.7896,0.9109,0.6023,0.0,87.6,2.6,0.0,14.4,18.7,15.5,42.5,36.0
374,17031301702,4845,0.9661,0.7785,0.9633,0.2946,0.0,96.5,0.0,0.0,14.5,18.0,15.7,40.9,35.7
375,17031301801,5206,0.9605,0.4522,0.9836,0.5065,0.0,98.5,0.0,0.0,14.2,17.4,15.2,40.5,35.3
376,17031301802,8689,0.9922,0.5917,0.9722,0.656,0.9,96.6,0.0,0.3,14.0,19.4,16.0,43.3,36.1
377,17031301803,6054,0.9611,0.2844,0.9584,0.4237,0.0,96.5,0.0,0.0,15.0,16.1,15.0,38.2,34.7
378,17031310200,3378,0.6039,0.3275,0.7732,0.7774,3.8,42.8,17.1,0.0,16.6,11.8,14.4,23.6,31.5
379,17031310300,3546,0.8419,0.4321,0.8333,0.6509,3.5,65.9,5.0,0.0,16.9,12.7,15.2,25.8,31.9
380,17031310400,2108,0.3967,0.0569,0.7621,0.4893,2.2,45.1,12.3,0.0,16.5,9.1,13.4,21.6,30.1
381,17031310500,2870,0.9007,0.7917,0.8539,0.1555,0.0,80.1,0.5,0.0,15.3,14.3,14.9,32.9,33.3
382,17031310600,11423,0.7663,0.0954,0.7722,0.8819,4.4,54.5,6.5,0.0,15.4,13.4,14.5,30.0,32.5
383,17031310700,3545,0.9825,0.3219,0.8232,0.9271,2.7,60.8,7.9,0.0,15.8,13.3,14.0,30.7,32.3
384,17031310800,7947,0.84,0.1433,0.8842,0.5,1.3,77.2,4.8,0.0,15.3,13.4,14.8,31.5,32.6
385,17031310900,9073,0.9143,0.6847,0.8606,0.4255,1.8,76.6,1.2,0.0,15.1,15.8,15.4,34.6,33.9
386,17031320100,46644,,,,,,,,,16.2,6.4,13.1,13.5,27.7
387,17031320400,27245,0.3486,0.0132,0.5703,0.9353,10.6,7.1,17.3,0.0,20.7,7.0,17.5,13.7,28.4
388,17031320600,10020,0.1704,0.0119,0.5644,0.9325,8.2,9.6,17.4,0.0,17.3,7.3,14.3,14.0,29.3
389,17031330100,32773,,,,,,,,,16.6,8.6,13.7,15.6,31.3
390,17031330200,7754,0.2152,0.808,0.6736,0.4616,20.2,5.4,20.4,0.0,12.7,11.1,13.0,21.5,33.1
391,17031340300,1608,0.8768,0.9695,0.9186,0.6548,0.0,15.5,75.2,0.0,8.0,19.1,11.3,41.5,36.2
392,17031340400,2830,0.8494,0.3134,0.9098,0.8137,4.7,3.9,80.1,0.0,9.2,16.1,10.6,34.6,35.7
393,17031340500,4714,0.8304,0.6373,0.7144,0.8617,4.7,13.7,36.2,0.0,10.2,18.0,14.2,37.7,34.3
394,17031340600,8085,0.9673,0.7862,0.9448,0.6439,91.0,0.0,0.0,0.0,7.4,33.9,18.3,55.2,48.6
395,17031350100,2516,0.4317,0.0151,0.9365,0.6833,34.9,2.7,52.0,0.6,11.2,8.3,10.9,20.4,35.0
396,17031350400,10776,0.9703,0.6886,0.9922,0.7617,99.6,0.0,0.0,0.0,8.4,30.7,17.9,48.0,48.6
397,17031351000,8623,0.7164,0.0656,0.9584,0.3656,74.7,1.7,13.1,0.0,10.3,11.1,11.9,25.2,37.6
398,17031351100,14955,0.9239,0.8313,0.9848,0.5682,89.7,7.9,0.0,0.0,9.2,28.7,18.4,45.2,48.4
399,17031351400,8676,0.9522,0.9555,0.9521,0.925,87.6,5.4,2.2,0.0,9.2,24.4,16.0,41.3,45.8
400,17031351500,5010,0.7808,0.2464,0.8798,0.5531,51.8,7.0,24.4,0.0,12.9,18.3,15.5,30.4,41.2
401,17031360200,5052,0.909,0.9296,0.9909,0.6578,89.1,4.4,6.0,0.0,11.4,19.1,15.7,31.4,44.8
402,17031380100,6886,0.8458,0.4245,0.955,0.723,91.7,1.0,0.0,1.0,8.9,21.7,14.8,38.7,43.4
403,17031380200,4199,0.6159,0.6354,0.9896,0.3712,95.1,0.5,1.3,0.0,6.6,13.8,12.1,37.7,38.7
404,17031380500,3572,,,,,,,,,9.7,29.9,18.4,45.3,48.9
405,17031380700,5420,,,,,,,,,10.4,20.3,13.8,34.9,44.1
406,17031381200,7869,0.5037,0.1126,0.9811,0.337,92.8,1.6,0.0,0.0,11.2,14.2,13.8,26.6,41.2
407,17031381400,11616,0.9919,0.9329,0.9848,0.5368,84.9,8.9,3.9,0.0,11.6,18.3,14.3,30.5,43.9
408,17031381500,2458,0.9664,0.8129,0.9633,0.647,94.5,0.0,0.0,0.0,9.9,22.9,16.4,37.0,45.5
409,17031381700,3066,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,,,,,
410,17031381800,10334,0.7847,0.4032,0.9145,0.8458,86.3,1.9,1.7,0.0,11.5,17.1,13.8,29.6,42.8
411,17031381900,4361,0.7345,0.6593,0.9521,0.4282,88.0,1.3,0.4,0.4,11.4,16.3,13.8,29.2,42.3
412,17031390100,4877,0.6677,0.2238,0.9293,0.4424,74.6,1.1,4.2,3.1,12.3,12.6,13.2,22.7,40.0
413,17031390200,4955,0.3543,0.6445,0.843,0.5635,57.4,3.7,6.6,0.0,12.5,12.3,13.2,22.1,39.5
414,17031390300,9906,0.8327,0.9665,0.8975,0.8949,82.8,3.0,0.9,0.2,9.1,20.3,14.5,37.8,43.6
415,17031390400,10351,0.8526,0.5703,0.9003,0.8448,84.2,1.0,0.0,0.0,9.0,16.6,13.7,34.1,40.8
416,17031390500,2832,0.6532,0.2011,0.8218,0.6424,60.3,6.0,6.8,0.0,12.5,10.7,13.5,21.5,36.3
417,17031390600,3238,0.5277,0.8187,0.7006,0.7095,45.4,1.9,4.4,0.0,13.3,7.7,13.1,16.8,31.5
418,17031390700,8521,0.4086,0.2343,0.8271,0.621,58.3,1.2,11.9,0.0,11.7,8.4,12.3,20.5,33.1
419,17031400300,12913,0.8572,0.9035,0.9909,0.8309,92.4,7.1,0.0,0.0,11.4,21.7,15.3,34.4,45.6
420,17031400400,12805,0.9027,0.9305,0.9566,0.868,96.0,0.0,0.0,0.0,11.5,22.4,15.8,34.1,45.9
421,17031400500,13849,0.963,0.7964,0.9873,0.3365,97.5,0.4,0.0,0.4,10.0,22.4,15.8,37.8,45.5
422,17031400800,17516,0.9727,0.6927,0.9848,0.6377,93.0,1.8,0.0,0.0,9.7,29.0,17.5,44.8,48.0
423,17031410100,3892,0.6344,0.0587,0.7834,0.9139,37.2,12.7,8.0,0.0,14.0,9.8,12.9,19.7,34.3
424,17031410200,1201,0.6074,0.0367,0.7403,0.8994,31.9,11.3,13.9,0.6,16.8,12.5,16.1,20.3,34.3
425,17031410500,5808,0.5282,0.0729,0.7435,0.707,37.5,3.7,17.5,0.0,14.3,11.5,15.2,22.0,35.4
426,17031410600,2820,0.6921,0.045,0.717,0.7133,18.5,16.0,15.5,0.0,14.9,14.1,16.5,23.5,34.7
427,17031410700,4383,0.7564,0.1523,0.704,0.8438,22.3,9.1,17.7,0.0,16.3,11.7,15.6,20.4,32.3
428,17031410800,6671,0.4106,0.1031,0.6854,0.9382,17.6,5.5,19.3,0.0,14.0,9.4,13.4,19.7,32.6
429,17031410900,5205,0.5215,0.0289,0.6157,0.8309,21.5,4.6,8.2,0.1,13.5,8.4,13.2,17.9,31.3
430,17031411000,5323,0.5852,0.2474,0.7497,0.9429,38.5,4.9,10.1,0.3,13.1,7.8,13.2,19.4,29.9
431,17031411100,3292,0.2072,0.2965,0.5674,0.749,3.8,4.7,18.2,0.0,15.2,8.5,14.3,16.9,28.7
432,17031411200,1904,0.3489,0.4949,0.5882,0.9155,6.3,7.9,17.8,0.0,14.5,7.8,14.1,16.3,28.3
433,17031420100,5655,0.8955,0.835,0.9691,0.5413,89.8,2.0,2.2,0.0,8.8,21.3,15.2,39.2,44.3
434,17031420200,4330,0.7364,0.518,0.8479,0.7399,65.0,4.7,6.3,0.0,11.5,19.1,15.0,31.7,41.2
435,17031420300,3300,0.8251,0.0324,0.7748,0.9462,37.3,7.8,16.8,0.0,16.0,13.6,16.8,23.8,36.5
436,17031420400,5647,0.9204,0.6957,0.8271,0.3542,53.0,9.5,10.7,0.0,11.1,19.8,15.9,35.0,40.6
437,17031420500,15186,0.9172,0.5921,0.9896,0.6699,97.7,0.5,1.2,0.0,10.3,18.7,14.5,34.4,43.7
438,17031420600,15070,0.9301,0.8014,0.9521,0.6262,89.5,3.0,0.0,0.0,10.0,23.5,15.6,39.1,46.3
439,17031420700,36693,0.9451,0.567,0.9862,0.6252,94.6,2.2,0.0,0.0,9.5,26.1,15.9,42.8,47.1
440,17031420800,12748,0.9198,0.6911,0.9722,0.7653,88.4,0.0,0.7,0.0,11.6,18.5,15.0,31.2,44.0
441,17031421200,9180,0.9775,0.6404,0.9769,0.6656,91.2,2.2,0.0,3.4,9.0,20.7,14.3,39.3,44.1
442,17031430101,18811,0.9127,0.149,0.98,0.5474,95.9,2.7,0.0,0.0,11.2,18.6,14.7,31.8,44.4
443,17031430102,9512,0.6985,0.2883,0.9734,0.8454,93.0,2.1,0.8,0.0,10.1,17.1,13.7,32.0,42.5
444,17031430200,22305,0.9136,0.5161,0.9482,0.8549,89.3,4.1,0.7,1.3,9.9,19.4,14.8,34.9,43.9
445,17031430300,13040,0.7789,0.8459,0.9862,0.8272,97.3,1.7,0.0,0.0,9.8,25.9,16.6,41.5,47.1
446,17031430400,14731,0.8027,0.6331,0.9645,0.9658,91.1,2.4,0.0,0.0,10.2,19.9,14.3,35.6,44.6
447,17031430500,19317,0.9361,0.7946,0.98,0.8104,97.1,1.1,0.0,0.0,9.5,26.7,16.5,43.1,47.4
448,17031430600,10644,0.5843,0.6399,0.9825,0.8364,90.3,3.6,0.4,0.0,10.2,16.9,13.7,32.0,42.9
449,17031430700,7432,0.9056,0.3294,0.9575,0.766,94.2,1.3,0.0,0.0,9.8,19.5,14.2,36.3,42.9
450,17031430800,7274,0.684,0.4125,0.9922,0.4752,96.0,2.6,0.0,0.0,10.4,14.4,12.3,29.1,41.1
451,17031430900,7858,0.8587,0.8101,0.9896,0.5669,98.1,0.0,0.1,0.0,10.5,16.7,13.9,31.2,42.8
452,17031431200,12046,0.5515,0.5328,0.9873,0.177,96.9,0.3,0.0,0.0,10.5,13.5,12.5,27.6,40.5
453,17031431301,22573,0.9402,0.773,0.9464,0.8465,90.4,2.9,0.6,0.0,10.7,20.9,15.2,35.2,44.9
454,17031431302,26822,0.9388,0.8122,0.98,0.8857,87.6,10.9,0.0,0.0,10.4,23.5,16.0,37.9,46.4
455,17031431400,24056,0.8485,0.9293,0.9242,0.9462,88.7,1.4,0.2,0.0,9.8,22.2,14.6,38.3,45.1
456,17031440101,29164,0.9894,0.451,0.9922,0.8349,96.0,1.7,0.0,0.0,9.8,27.8,16.7,43.5,47.9
457,17031440102,22462,0.7811,0.2253,0.9464,0.2798,92.2,2.3,0.0,0.0,10.6,19.7,14.4,34.4,44.4
458,17031440201,20366,0.7688,0.8065,0.9909,0.4673,95.6,0.0,0.0,0.0,9.8,17.8,13.7,33.7,43.3
459,17031440202,11340,0.8399,0.6034,0.9959,0.2604,97.6,1.6,0.0,0.0,8.3,14.9,12.6,34.3,40.7
460,17031440300,15380,0.7655,0.4585,0.9959,0.3779,98.1,0.0,0.0,0.0,9.5,13.8,12.1,30.0,40.6
461,17031440600,6732,0.735,0.7793,0.9959,0.0303,98.2,1.4,0.0,0.0,10.1,13.7,12.3,28.9,40.7
462,17031440700,4932,0.7024,0.5861,0.9862,0.2829,99.1,0.0,0.0,0.0,9.7,14.9,12.4,31.4,41.2
463,17031440800,6671,0.9637,0.4106,0.9836,0.6263,95.2,2.5,0.8,0.0,9.2,23.9,15.6,41.3,46.1
464,17031440900,10221,0.8636,0.4562,0.9952,0.5768,99.9,0.0,0.0,0.0,9.4,19.0,13.8,35.8,43.2
465,17031450300,14044,0.79,0.5342,0.9825,0.1967,93.6,0.0,0.0,0.0,9.7,17.4,13.4,33.7,42.8
466,17031460100,17745,0.9133,0.6485,0.9645,0.7168,78.3,15.8,1.3,0.0,10.9,20.8,14.9,37.1,42.6
467,17031460200,9987,0.9911,0.9852,0.9285,0.8213,22.1,70.6,0.0,0.0,11.4,22.4,16.5,42.8,40.7
468,17031460301,12753,0.991,0.8892,0.9836,0.2537,67.0,30.6,0.2,0.4,11.3,23.3,15.8,41.0,43.1
469,17031460302,18963,0.9239,0.59,0.9117,0.6933,83.9,5.8,0.0,0.0,10.2,25.1,15.6,41.5,45.9
470,17031460400,14995,0.7053,0.5151,0.9943,0.3718,98.3,0.0,0.0,0.0,10.2,17.5,13.6,32.9,43.0
471,17031460500,22356,0.5473,0.1087,0.9933,0.4397,98.2,1.4,0.0,0.0,10.2,13.3,12.2,28.0,40.4
472,17031460600,7294,,,,,,,,,11.4,20.2,14.9,37.2,42.5
473,17031460700,13554,,,,,,,,,11.7,24.7,17.4,44.9,42.2
474,17031461000,8939,0.8671,0.9702,0.9299,0.7526,56.6,35.5,0.0,0.0,8.3,17.6,13.1,43.6,38.3
475,17031470100,11677,0.8247,0.8258,0.9682,0.7157,88.9,7.2,0.0,0.0,9.8,19.0,13.7,35.7,43.3
476,17031480100,8644,0.5663,0.4734,0.9896,0.2386,98.1,0.3,0.0,0.0,8.8,13.3,11.8,30.6,40.0
477,17031480200,4716,0.677,0.6058,0.9959,0.2082,88.9,3.0,0.0,0.0,9.6,13.1,12.4,29.1,40.2
478,17031480300,5582,0.6207,0.5208,0.9756,0.3511,93.1,3.2,0.0,0.7,9.4,13.9,12.6,30.0,40.9
479,17031480400,15628,0.3575,0.4942,0.9909,0.1739,98.9,0.4,0.0,0.3,9.3,13.8,12.0,30.3,40.4
480,17031480500,9390,0.799,0.9593,0.9769,0.3654,81.8,15.6,0.3,0.0,10.0,19.6,14.0,37.2,42.5
481,17031490300,7550,,,,,,,,,9.2,14.1,12.2,31.1,40.8
482,17031490400,3236,,,,,,,,,10.0,10.9,11.7,25.5,38.9
483,17031490500,9002,0.7768,0.9121,0.9746,0.2924,94.2,1.1,1.3,0.0,10.7,13.4,13.1,29.0,40.1
484,17031490600,7071,0.7967,0.6939,0.9166,0.2579,89.2,0.0,1.8,0.0,9.6,15.7,12.9,32.4,41.5
485,17031490700,12225,0.8234,0.6708,0.9959,0.1155,97.8,2.2,0.0,0.0,10.4,17.4,13.4,33.2,43.0
486,17031490800,15135,0.8686,0.4162,0.9811,0.4312,97.0,0.3,0.2,0.4,9.6,17.2,13.5,34.0,42.8
