,FIPS,Crime prevelance,Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation,EP_AFAM,EP_HISP,EP_ASIAN,EP_AIAN,Binge Drinking,Smoking,Depression,Physical Inactivity,Sleep<7hours
487,17031490901,17415,0.9758,0.5305,0.9959,0.4895,97.4,2.3,0.0,0.0,10.2,21.1,14.6,36.7,44.8
488,17031490902,19976,0.7384,0.6188,0.9959,0.3886,98.1,0.9,0.5,0.0,9.8,15.8,13.0,31.6,41.8
489,17031491000,31088,0.989,0.5645,0.9952,0.8952,96.1,1.8,0.6,0.0,9.9,24.6,15.7,41.0,46.0
490,17031491100,13223,0.8262,0.6801,0.9633,0.6199,92.5,3.7,0.0,0.0,9.1,15.9,12.6,33.6,41.2
491,17031491200,11748,0.8305,0.9098,0.954,0.3043,88.5,4.4,0.0,0.0,9.8,17.9,13.6,34.4,43.2
492,17031491300,15130,0.9627,0.5291,0.9862,0.8357,97.4,0.7,0.0,0.0,10.1,23.7,15.3,39.5,45.6
493,17031491400,22831,0.9613,0.8623,0.9691,0.9842,95.3,0.1,0.0,0.0,10.6,21.4,15.1,35.6,45.2
494,17031500100,9759,0.415,0.2166,0.9811,0.0455,97.7,1.0,0.0,0.0,10.3,13.9,12.6,28.9,41.1
495,17031500200,12032,0.8954,0.6046,0.9811,0.5384,93.4,0.0,0.0,0.0,10.4,22.1,15.8,36.5,45.5
496,17031500300,6865,0.9081,0.4531,0.6994,0.1888,30.9,16.0,0.3,0.0,13.1,15.9,15.0,28.6,36.0
497,17031510100,5757,0.9726,0.9046,0.902,0.3724,13.0,75.8,0.0,0.0,13.0,16.5,15.2,38.6,34.4
498,17031510200,7553,0.9174,0.9099,0.9357,0.3605,69.5,23.3,0.0,0.0,10.0,19.7,14.5,37.5,41.7
499,17031510300,22633,0.8703,0.8346,0.9885,0.3782,99.3,0.0,0.0,0.0,9.0,23.3,15.2,41.1,45.6
500,17031520100,5271,0.8709,0.6602,0.9125,0.6245,0.0,90.4,0.0,0.0,13.9,18.0,15.8,39.5,35.0
501,17031520200,8311,0.8633,0.8786,0.9039,0.2809,8.2,80.5,0.4,0.0,13.3,18.7,15.7,40.7,36.6
502,17031520300,9354,0.9468,0.914,0.899,0.1569,0.3,88.0,0.0,0.0,14.3,16.5,15.5,37.0,34.4
503,17031520400,6219,0.8644,0.7891,0.9032,0.2809,1.2,87.7,0.1,0.0,13.7,14.9,14.7,34.9,33.3
504,17031520500,4286,0.572,0.8304,0.8601,0.1421,1.8,78.3,0.7,0.0,13.8,14.9,15.3,31.7,32.6
505,17031520600,4320,0.4486,0.9445,0.8917,0.2077,0.0,86.7,0.6,0.0,13.2,15.1,15.1,35.2,33.2
506,17031530100,11620,0.9893,0.963,0.9922,0.603,36.8,57.8,0.0,0.0,12.0,20.5,15.5,40.5,40.1
507,17031530200,28040,0.9311,0.7642,0.9885,0.2492,93.7,5.6,0.0,0.0,10.4,22.2,15.2,37.3,45.0
508,17031530300,15187,0.855,0.6429,0.9873,0.2602,96.1,0.0,0.0,0.6,9.9,16.1,13.1,32.5,42.0
509,17031530400,7043,0.7362,0.6436,0.9734,0.2072,94.2,2.9,0.0,0.0,11.0,17.1,13.8,30.7,42.8
510,17031530501,24150,0.8652,0.5345,0.9734,0.7583,94.1,2.6,0.0,0.0,10.9,17.9,13.5,32.3,43.2
511,17031530502,5583,0.7991,0.674,0.9959,0.0593,96.3,3.3,0.0,0.0,10.5,17.7,13.7,32.1,43.3
512,17031530503,17284,0.7899,0.6494,0.9943,0.3063,95.3,1.8,0.0,0.0,10.2,18.0,13.7,32.8,43.1
513,17031530600,13274,0.7898,0.6025,0.9909,0.7881,94.5,1.2,0.0,0.0,10.4,19.4,14.6,34.3,44.5
514,17031540101,19332,0.9034,0.3627,0.9885,0.8365,93.2,6.1,0.0,0.0,10.1,30.7,18.9,44.7,49.3
515,17031540102,15531,0.9316,0.4116,0.9811,0.5599,98.2,0.5,0.0,0.0,9.3,27.7,17.8,44.6,48.1
516,17031550100,12684,0.8207,0.6662,0.7593,0.8088,7.6,55.3,0.0,0.0,14.0,16.1,15.9,31.1,33.1
517,17031550200,4274,0.5574,0.3947,0.7568,0.1876,5.0,57.8,0.0,0.0,13.4,14.7,15.3,29.7,32.2
518,17031560100,4125,0.7552,0.7183,0.9057,0.5434,17.0,65.3,6.8,0.0,12.3,13.7,13.1,34.8,33.9
519,17031560200,8489,0.8032,0.8162,0.9734,0.2364,61.4,34.6,0.0,0.0,10.4,16.8,13.0,34.3,41.3
520,17031560300,5051,0.8709,0.8181,0.8419,0.3478,2.2,73.4,0.8,0.0,13.8,16.7,15.6,34.1,33.9
521,17031560400,5069,0.8958,0.9617,0.8271,0.4809,2.9,69.2,3.5,0.0,13.6,18.1,16.0,37.1,33.9
522,17031560700,5492,0.8791,0.5027,0.7378,0.8027,1.2,57.9,0.2,0.0,15.1,15.4,15.9,29.1,32.5
523,17031560800,6967,0.645,0.7329,0.7409,0.3,4.2,54.9,0.4,0.0,15.0,15.0,16.3,26.6,31.9
524,17031560900,4867,0.3312,0.2688,0.6374,0.2045,0.0,43.7,0.8,0.0,15.3,13.0,15.5,23.2,30.6
525,17031561000,4604,0.0819,0.3955,0.6026,0.2816,0.0,40.4,0.0,0.0,15.1,12.5,15.3,22.6,30.0
526,17031561100,5689,0.5219,0.5007,0.6798,0.1613,0.2,50.1,0.7,0.0,14.6,13.6,15.3,25.9,30.7
527,17031570100,3469,0.7202,0.6152,0.887,0.4792,0.0,79.4,5.7,0.0,15.0,15.8,15.7,32.7,33.5
528,17031570200,5214,0.5648,0.4147,0.8996,0.4223,0.0,80.6,7.8,0.0,14.2,13.8,14.4,31.8,32.4
529,17031570300,9621,0.8895,0.6714,0.8847,0.5155,1.8,79.8,4.3,0.0,15.0,16.3,15.5,34.8,34.1
530,17031570400,5434,0.7845,0.6349,0.8713,0.7569,0.1,80.3,3.4,0.0,15.1,15.6,15.2,33.2,33.7
531,17031570500,3685,0.8651,0.2778,0.8576,0.2652,0.0,78.9,2.3,0.0,15.6,14.2,15.1,29.8,32.7
532,17031580100,5238,0.9374,0.796,0.933,0.4393,6.9,46.0,36.9,1.0,13.2,17.7,14.6,38.6,35.8
533,17031580200,5496,0.9618,0.7993,0.9394,0.195,0.2,82.2,11.7,0.0,13.4,19.4,15.8,40.9,36.1
534,17031580300,2733,0.9137,0.5884,0.9433,0.047,0.3,79.7,13.2,0.0,14.1,16.6,14.7,38.2,35.1
535,17031580400,8795,0.8678,0.4752,0.916,0.4422,0.1,77.5,13.2,0.0,14.2,15.8,14.5,35.6,34.6
536,17031580501,9034,0.9264,0.6475,0.9153,0.8396,0.0,80.1,10.3,0.0,14.3,17.5,15.5,38.7,35.2
537,17031580502,7183,0.9819,0.688,0.9335,0.5085,0.3,83.4,8.6,0.0,14.2,17.5,15.3,38.5,35.3
538,17031580600,7885,0.9616,0.7683,0.893,0.6103,2.6,76.4,8.4,0.0,14.8,15.2,14.8,34.7,34.2
539,17031580700,8203,0.9478,0.8226,0.9205,0.2592,3.9,77.3,8.5,0.0,14.3,17.4,15.3,37.9,35.2
540,17031580800,3730,0.9059,0.5751,0.9825,0.2131,0.0,97.6,1.2,0.0,15.0,17.5,15.7,38.8,35.1
541,17031590500,5111,0.7521,0.5817,0.8529,0.7274,3.2,42.6,31.9,0.0,14.1,14.8,14.4,31.5,33.8
542,17031590600,4598,0.7146,0.5842,0.8296,0.2498,0.0,52.6,22.1,0.0,14.7,14.2,14.7,31.7,33.4
543,17031590700,5521,0.7788,0.1373,0.9098,0.5153,0.9,70.4,18.4,0.0,14.3,15.4,14.8,33.5,34.3
544,17031600400,3879,0.8909,0.5378,0.7873,0.4702,6.3,3.9,58.0,0.0,10.1,15.8,12.2,33.2,34.9
545,17031600600,3658,0.948,0.5757,0.8462,0.2913,0.0,31.8,47.3,0.0,12.0,19.5,14.7,37.0,35.7
546,17031600700,3811,0.7841,0.5901,0.7847,0.4848,0.0,24.1,42.7,0.0,12.3,14.5,12.9,29.5,34.2
547,17031600900,6815,0.7777,0.2507,0.7307,0.5201,7.6,15.2,35.0,0.0,13.9,13.4,13.6,26.6,33.1
548,17031610300,14424,0.9985,0.623,0.9604,0.7967,4.7,86.0,5.1,0.0,14.4,19.7,16.2,40.8,36.5
549,17031610400,5166,0.9969,0.8927,0.9645,0.2523,2.0,95.1,0.0,0.0,14.3,19.4,15.9,41.9,36.2
550,17031610800,2300,0.6894,0.643,0.5273,0.217,0.0,23.9,3.0,0.0,16.1,17.6,17.3,25.6,33.6
551,17031611000,6148,,,,,,,,,10.9,27.8,17.3,44.6,45.5
552,17031611100,6331,,,,,,,,,13.9,20.0,15.4,40.9,38.6
553,17031611200,9933,0.9877,0.8772,0.9226,0.7651,14.9,76.0,0.6,0.0,13.0,24.3,16.3,45.6,40.4
554,17031611300,11381,0.9982,0.9965,0.9285,0.4326,2.6,90.0,0.0,0.0,13.9,20.7,16.1,42.6,37.9
555,17031611400,7338,0.9974,0.744,0.9691,0.7514,0.9,95.8,0.0,0.0,14.7,19.3,16.0,40.8,37.0
556,17031611500,6554,0.9987,0.9209,0.9401,0.9156,10.9,83.2,0.3,0.0,12.6,20.3,15.3,45.5,37.5
557,17031611600,6231,0.9775,0.8425,0.9933,0.4089,55.5,42.5,0.5,0.0,12.2,24.3,15.4,41.2,44.1
558,17031611700,10153,0.9993,0.4125,0.9959,0.529,31.8,68.2,0.0,0.0,11.8,25.7,16.3,43.5,44.0
559,17031611800,10374,0.9501,0.3926,0.9959,0.1681,63.5,36.0,0.5,0.0,12.9,20.3,14.4,35.1,43.3
560,17031611900,14829,0.9752,0.9398,0.9691,0.2528,63.4,34.2,0.0,0.0,11.1,28.5,16.5,44.5,46.4
561,17031612000,8012,0.9526,0.4448,0.955,0.6363,89.3,6.1,0.6,0.0,10.5,23.0,15.1,38.8,44.7
562,17031612100,6994,0.9726,0.9726,0.9959,0.5753,83.6,16.4,0.0,0.0,10.2,23.0,14.8,39.7,44.5
563,17031620100,9326,0.6746,0.6716,0.9205,0.1771,0.0,86.5,5.1,0.0,15.5,12.5,14.0,29.9,32.7
564,17031620200,4558,0.7388,0.4743,0.7753,0.2226,0.0,63.3,2.7,0.0,15.5,13.0,14.5,28.6,31.9
565,17031620300,8620,0.8898,0.867,0.8627,0.8132,1.3,79.2,1.5,0.2,14.5,17.1,16.2,34.8,34.1
566,17031620400,5660,0.8835,0.8715,0.9249,0.3594,0.7,88.7,2.5,0.0,15.4,13.0,14.3,31.2,32.9
567,17031630100,4385,,,,,,,,,13.9,18.7,15.1,38.6,38.1
568,17031630200,3982,,,,,,,,,15.9,15.1,14.5,34.1,34.4
569,17031630300,11220,0.921,0.6612,0.9497,0.7049,0.4,94.1,0.9,0.0,15.6,14.5,14.4,34.2,34.1
570,17031630400,8569,0.9947,0.6262,0.9584,0.5044,1.3,94.6,0.5,0.0,14.6,18.6,15.9,40.9,36.3
571,17031630500,9642,0.904,0.7796,0.9734,0.8992,0.3,97.7,0.0,0.0,15.1,15.9,14.8,36.7,34.8
572,17031630800,10316,0.9745,0.6366,0.9645,0.4577,1.8,95.1,0.2,0.0,15.1,15.4,14.9,35.3,34.8
573,17031630900,7475,0.9053,0.7227,0.9249,0.8669,6.9,83.5,1.5,0.0,14.9,17.0,15.5,38.2,35.6
574,17031640100,3239,0.7748,0.4086,0.8606,0.4548,2.1,77.6,0.0,0.0,15.7,14.7,15.4,28.7,33.4
575,17031640300,7982,0.7686,0.2968,0.7621,0.4649,3.5,59.3,0.0,1.0,15.5,14.3,15.8,26.2,32.1
576,17031640400,4098,0.5812,0.7015,0.6181,0.2031,3.7,35.4,0.0,0.0,15.3,15.5,16.2,26.6,31.9
577,17031640500,2807,0.4197,0.2626,0.6652,0.1901,0.7,46.8,1.5,0.0,15.9,12.5,15.4,22.5,30.8
578,17031640600,4977,0.8173,0.592,0.7332,0.2508,2.7,54.7,1.5,0.0,14.9,17.3,17.0,29.7,33.3
579,17031640700,4453,0.8386,0.7721,0.8024,0.4329,1.6,69.4,0.0,0.0,14.9,16.8,16.3,30.9,33.8
580,17031640800,2513,0.5677,0.4808,0.8534,0.0634,2.7,76.3,1.4,0.0,15.3,12.5,14.2,28.6,32.3
581,17031650100,7147,0.9643,0.6026,0.8702,0.7107,0.5,82.7,0.0,0.0,14.0,19.0,15.9,40.1,36.1
582,17031650200,8756,0.7977,0.7199,0.8692,0.2669,0.0,83.3,0.0,0.0,14.8,15.7,15.2,33.5,33.8
583,17031650301,7233,0.8107,0.8092,0.8786,0.57,2.0,81.3,0.6,0.6,15.9,12.8,14.5,28.8,32.5
584,17031650302,6376,0.8838,0.577,0.9613,0.1002,0.0,96.5,0.0,0.0,14.6,17.1,15.6,37.1,34.9
585,17031650400,8171,0.9845,0.7478,0.953,0.518,2.4,92.9,0.7,0.0,14.7,15.4,14.8,35.3,34.6
586,17031650500,17290,0.6414,0.662,0.8675,0.6555,11.7,70.6,0.0,0.0,14.7,13.1,14.0,29.8,33.9
587,17031660301,7651,0.9778,0.9418,0.9633,0.6242,31.6,64.9,0.0,0.0,13.2,22.4,16.0,41.9,40.7
588,17031660302,11665,0.9899,0.8564,0.9909,0.2543,23.3,76.0,0.0,0.0,14.1,19.8,15.8,39.5,38.2
589,17031660400,9000,0.9947,0.7806,0.9505,0.5582,1.6,94.0,0.0,0.0,15.0,17.0,15.6,36.8,35.3
590,17031660500,11437,0.9925,0.7347,0.9505,0.4697,5.3,89.6,0.7,0.0,14.1,18.1,15.4,38.5,36.4
591,17031660600,27496,0.9832,0.8983,0.9825,0.7213,38.0,59.9,0.0,0.0,12.5,22.9,16.0,39.6,42.8
592,17031660700,12875,0.9867,0.9425,0.9959,0.7854,88.5,11.2,0.3,0.0,10.5,24.9,15.6,40.1,45.9
593,17031660800,19397,0.974,0.8994,0.9746,0.5966,48.5,46.4,0.8,0.0,12.3,21.9,15.8,38.1,42.3
594,17031660900,23365,0.9377,0.8584,0.9622,0.8347,78.3,14.8,0.4,0.0,10.8,23.8,15.8,39.5,45.1
595,17031661000,21306,0.9818,0.97,0.9779,0.3894,69.6,22.6,0.0,0.0,10.6,22.0,15.2,37.6,44.4
596,17031661100,10359,0.9335,0.4507,0.9596,0.1621,34.1,58.1,0.3,0.0,13.7,17.7,14.9,33.2,39.5
597,17031670100,10272,0.977,0.7003,0.9613,0.0869,72.8,24.0,0.0,0.0,10.1,27.1,16.4,42.8,46.5
598,17031670200,10730,0.9594,0.2159,0.9575,0.6189,95.2,0.7,0.0,0.5,10.4,25.5,15.5,41.6,46.3
599,17031670300,9662,0.9342,0.8549,0.9505,0.6021,78.3,13.5,0.7,0.0,10.7,22.1,15.1,36.9,45.0
600,17031670400,9260,0.9654,0.9767,0.9959,0.243,85.1,14.9,0.0,0.0,10.6,25.9,15.6,42.2,45.9
601,17031670500,8026,0.9716,0.963,0.9959,0.3432,76.6,22.2,0.0,1.2,10.7,23.9,15.3,39.5,45.6
602,17031670600,8321,0.9819,0.9935,0.9909,0.2753,79.6,19.9,0.0,0.0,10.6,22.8,14.7,39.0,45.5
603,17031670700,13615,0.9752,0.7557,0.9933,0.8018,59.0,40.7,0.0,0.0,9.4,28.3,16.2,46.3,47.9
604,17031670800,11618,0.983,0.6951,0.9959,0.7226,97.7,2.3,0.0,0.0,9.4,25.7,15.4,44.0,45.9
605,17031670900,8797,0.7896,0.7462,0.9622,0.2807,86.7,5.7,0.0,0.0,10.3,19.7,13.8,36.4,44.0
606,17031671100,8419,0.9442,0.8593,0.9885,0.0818,94.7,1.2,0.0,0.0,10.4,23.4,14.7,40.2,45.5
607,17031671200,11492,0.9057,0.9145,0.9691,0.5987,97.6,0.0,0.0,0.0,10.2,27.2,15.9,43.9,47.1
608,17031671300,15051,0.9406,0.6988,0.9959,0.3479,94.3,5.7,0.0,0.0,10.1,24.9,15.6,41.4,46.4
609,17031671400,10615,0.9807,0.8696,0.9959,0.1621,66.5,13.7,0.0,0.0,10.5,23.4,14.8,39.7,45.5
610,17031671500,22186,0.867,0.821,0.9862,0.5401,87.5,11.5,0.0,0.0,10.1,24.4,15.3,41.0,46.0
611,17031671600,15379,0.9696,0.7872,0.9448,0.7672,94.0,0.0,0.7,0.0,9.6,25.9,15.6,44.0,46.6
612,17031671800,7351,0.7833,0.9941,0.9922,0.5216,96.8,2.5,0.0,0.0,10.0,23.7,15.0,41.4,45.8
613,17031671900,5300,0.8759,0.8679,0.9558,0.2972,66.8,26.7,0.0,0.0,10.1,20.8,14.3,37.6,44.0
614,17031672000,18426,0.8499,0.9073,0.9873,0.4838,97.3,0.4,0.0,0.0,10.2,20.7,14.3,36.6,44.1
615,17031680500,10025,0.9906,0.9895,0.9613,0.1489,76.1,20.7,0.0,0.0,9.8,25.5,15.7,42.4,46.7
616,17031680600,10002,0.9655,0.5232,0.9943,0.3095,99.6,0.0,0.2,0.0,10.2,26.6,16.1,42.9,46.5
617,17031680900,28057,0.9951,0.9368,0.9734,0.686,91.4,0.5,2.3,0.0,9.1,27.2,16.6,45.1,46.7
618,17031681000,21290,0.9745,0.3403,0.9896,0.4636,94.3,1.5,0.0,0.0,8.9,31.2,17.0,49.0,48.5
619,17031681100,23962,0.9657,0.7457,0.9933,0.4632,96.5,2.5,0.0,0.0,9.8,24.6,16.1,41.1,45.8
620,17031681200,18408,0.9816,0.8752,0.9575,0.7854,88.4,0.6,0.0,0.3,9.6,27.8,17.0,44.2,47.5
621,17031681300,17823,0.9946,0.719,0.9896,0.8505,97.2,0.6,1.7,0.0,10.0,25.8,16.1,41.9,47.0
622,17031681400,17855,0.9042,0.9464,0.9959,0.4192,94.0,2.5,0.0,3.5,10.8,19.3,14.4,34.8,44.2
623,17031690300,13530,0.8956,0.9577,0.9613,0.8698,95.6,0.8,0.0,0.3,8.7,23.8,15.0,43.8,45.6
624,17031690400,21273,0.9601,0.3451,0.9959,0.7805,98.7,0.9,0.0,0.0,10.1,20.7,14.9,36.3,44.8
625,17031690500,6288,0.8846,0.5946,0.9959,0.2042,100.0,0.0,0.0,0.0,9.4,24.4,15.6,41.8,45.6
626,17031690900,19095,0.8851,0.8362,0.9896,0.3644,93.4,1.7,0.0,0.0,10.3,19.4,14.3,34.7,44.2
627,17031691000,13061,0.7691,0.6146,0.9943,0.8337,99.0,0.9,0.0,0.0,10.0,16.9,13.2,32.7,42.7
628,17031691100,18127,0.879,0.71,0.9702,0.8946,94.0,0.9,0.0,0.0,9.9,22.8,15.2,39.0,45.7
629,17031691200,22210,0.9536,0.6578,0.9922,0.9179,99.0,0.0,0.0,0.0,10.1,23.7,15.6,39.8,46.4
630,17031691300,12123,0.8499,0.517,0.9959,0.2125,88.1,10.0,0.0,0.0,9.5,16.5,12.8,33.5,42.1
631,17031691400,17279,0.8972,0.9046,0.9959,0.1852,95.4,1.4,0.9,0.0,9.8,17.8,13.6,34.4,43.3
632,17031691500,16537,0.9544,0.8601,0.9645,0.4462,94.7,2.3,0.0,0.0,9.3,24.6,15.6,42.3,46.1
633,17031700100,10344,0.8544,0.486,0.9885,0.2132,61.2,36.1,0.2,0.0,13.1,17.8,14.7,31.8,40.6
634,17031700200,9057,0.8413,0.8036,0.9199,0.2699,16.9,71.9,1.7,0.0,15.0,14.3,14.6,30.4,34.7
635,17031700301,6053,0.8372,0.6418,0.8479,0.2845,5.5,72.4,0.7,0.3,15.1,14.3,14.9,29.5,33.3
636,17031700302,5564,0.7466,0.7237,0.8276,0.2245,16.5,58.9,0.0,0.0,14.0,14.7,15.3,29.3,33.6
637,17031700401,12899,0.8815,0.4942,0.9584,0.4054,53.4,38.9,1.5,0.0,13.4,15.8,14.3,29.1,39.2
638,17031700402,5374,0.8122,0.6956,0.922,0.2351,62.3,28.9,0.1,0.0,12.4,18.1,14.7,31.6,40.4
639,17031700501,14137,0.4691,0.44,0.9613,0.4401,89.8,3.5,1.5,0.0,11.7,14.3,12.6,26.8,41.0
640,17031700502,4121,0.5849,0.5931,0.9285,0.6872,80.7,10.8,0.0,0.0,10.7,12.0,12.2,25.8,38.7
641,17031710100,7801,0.7807,0.3127,0.9959,0.3195,95.1,4.2,0.0,0.0,10.1,27.7,15.5,43.3,47.7
642,17031710200,25091,0.8538,0.9538,0.9734,0.725,97.1,0.0,0.2,0.0,9.9,21.9,15.1,38.6,45.1
643,17031710300,8311,0.7628,0.5573,0.9959,0.5407,87.8,7.9,0.0,2.3,10.1,20.2,14.6,36.5,44.6
644,17031710400,21984,0.8561,0.7736,0.9885,0.3004,94.1,4.6,0.0,0.0,10.2,19.0,14.1,34.3,43.7
645,17031710500,18972,0.8661,0.8741,0.9943,0.5015,95.6,1.9,0.3,0.0,10.0,20.2,14.5,36.1,44.8
646,17031710600,11235,0.8943,0.8425,0.9613,0.5058,91.5,0.0,0.0,0.0,10.0,21.9,14.9,38.3,45.2
647,17031710700,14427,0.8171,0.6809,0.9922,0.8299,99.3,0.3,0.0,0.0,9.7,21.3,14.4,38.6,44.7
648,17031710800,24562,0.9595,0.791,0.9952,0.5935,98.9,0.1,0.9,0.0,9.4,20.3,14.3,38.2,44.0
649,17031710900,15886,0.8436,0.6643,0.9959,0.6229,93.9,4.8,0.0,0.0,9.9,20.7,14.9,36.2,44.7
650,17031711000,15460,0.8884,0.761,0.9401,0.5197,92.6,0.0,1.5,0.0,9.7,21.3,14.6,38.4,44.6
651,17031711100,12713,0.7924,0.4552,0.9959,0.409,97.3,2.4,0.0,0.3,10.1,17.0,13.1,32.9,42.3
652,17031711200,13896,0.8625,0.9009,0.9933,0.2016,84.3,12.3,0.0,0.0,9.2,18.0,13.5,34.9,42.8
653,17031711300,5447,0.853,0.8257,0.9633,0.5359,96.8,0.0,0.2,0.0,10.5,17.6,14.2,32.1,43.0
654,17031711400,13108,0.8678,0.7652,0.9952,0.1669,93.6,5.0,0.0,0.0,10.0,18.4,13.5,35.1,43.2
655,17031711500,9331,0.8453,0.8847,0.9959,0.1634,99.4,0.4,0.0,0.0,9.7,19.0,13.7,36.4,43.6
656,17031720100,6513,0.2496,0.1474,0.6007,0.0393,25.1,11.0,2.1,0.0,13.6,8.3,13.0,16.8,30.4
657,17031720200,6022,0.2687,0.678,0.71,0.2068,47.6,4.9,0.5,0.0,13.1,11.5,13.5,21.2,35.4
658,17031720300,3940,0.096,0.1708,0.6216,0.0878,32.6,5.9,0.5,0.0,13.8,9.6,13.8,18.2,31.0
659,17031720400,2061,0.0462,0.058,0.1952,0.052,5.5,4.6,0.2,0.0,17.2,10.6,15.4,16.8,29.6
660,17031720500,2073,0.0268,0.0497,0.2515,0.0477,1.8,11.2,0.5,0.0,17.0,9.2,15.2,14.9,28.4
661,17031720600,2043,0.1134,0.097,0.554,0.1069,32.8,2.3,0.0,0.0,15.2,9.0,14.2,16.0,29.4
662,17031720700,5330,0.1089,0.0983,0.8218,0.2638,59.1,1.8,2.2,0.0,13.4,13.2,14.2,22.8,36.9
663,17031730100,7154,0.8108,0.8771,0.9691,0.3088,96.5,0.5,0.0,0.0,9.3,14.8,12.6,31.9,41.0
664,17031730201,19679,0.9022,0.3646,0.9779,0.6586,92.8,4.8,0.5,0.0,9.8,18.2,13.9,34.4,43.5
665,17031730202,7944,0.6489,0.5811,0.9848,0.3179,98.3,0.2,0.3,0.0,9.9,13.1,11.9,29.0,40.4
666,17031730300,4794,0.9048,0.8983,0.9959,0.4622,98.8,0.0,1.2,0.0,10.4,18.1,13.9,33.1,43.3
667,17031730400,13511,0.5052,0.4273,0.9491,0.4149,90.9,2.4,0.0,0.2,9.7,15.1,12.8,31.0,41.1
668,17031730500,14693,0.8019,0.5465,0.9933,0.1528,97.7,0.0,0.0,0.0,9.5,17.4,13.1,34.8,42.7
669,17031730600,10733,0.6855,0.6926,0.9848,0.1543,97.8,0.3,0.0,0.3,9.2,16.3,12.9,33.6,41.6
670,17031730700,12329,0.864,0.7292,0.9848,0.1349,95.4,0.7,0.0,0.0,9.8,18.5,13.7,34.8,43.0
671,17031740100,3982,0.3571,0.7937,0.2972,0.4123,0.0,14.3,1.4,0.0,17.3,14.7,16.8,20.9,31.6
672,17031740200,3839,0.1309,0.2,0.3508,0.6089,1.6,9.0,1.6,0.0,16.8,11.4,16.4,18.7,29.9
673,17031740300,4020,0.0818,0.0779,0.2386,0.3643,1.3,10.8,0.0,0.0,18.0,11.2,15.7,16.8,29.5
674,17031740400,4600,0.1218,0.1023,0.4399,0.5242,10.0,9.8,3.6,0.0,17.2,11.8,15.5,18.2,31.0
675,17031750100,13093,0.7255,0.1021,0.9249,0.367,90.1,1.7,0.5,0.0,9.5,16.0,13.1,33.1,41.7
676,17031750200,5402,0.2935,0.14,0.8076,0.3802,62.7,8.3,0.0,0.0,12.6,10.2,13.3,20.2,34.8
677,17031750300,3002,0.0304,0.414,0.2024,0.1159,4.2,2.9,1.0,0.0,16.9,10.2,15.2,16.3,29.4
678,17031750400,4029,0.1273,0.0367,0.589,0.0468,27.9,6.9,1.2,0.7,15.6,11.2,14.7,18.7,32.2
679,17031750500,19302,0.7865,0.9265,0.8445,0.7298,68.7,4.3,0.2,0.0,10.8,13.3,12.8,27.6,37.7
680,17031750600,16656,0.7479,0.7487,0.9734,0.724,89.0,3.6,0.0,0.0,10.1,16.6,13.2,32.8,42.5
681,17031760801,4007,0.5974,0.2897,0.7013,0.6011,5.7,9.5,35.2,0.0,16.4,12.3,15.2,19.5,31.6
682,17031760802,1188,0.5723,0.6232,0.2154,0.5071,0.0,10.8,0.7,0.0,12.4,13.7,15.7,25.5,29.6
683,17031760803,5577,0.6722,0.3531,0.4016,0.5789,10.2,6.1,5.3,0.0,16.6,16.5,17.3,23.6,32.8
684,17031770602,98,0.8697,0.6093,0.7353,0.9828,1.4,46.7,9.2,0.0,13.8,15.8,15.2,30.9,32.7
685,17031770902,866,0.523,0.5339,0.2641,0.6886,0.0,5.4,5.1,0.0,14.7,13.5,15.9,23.2,30.2
686,17031810400,1328,0.0602,0.1857,0.1461,0.1505,1.2,1.4,2.4,0.0,15.1,10.0,14.8,17.9,27.9
687,17031821402,69,0.5257,0.8157,0.9779,0.4955,96.7,0.0,0.0,0.0,11.2,15.9,13.3,29.3,42.2
688,17031823304,164,0.7036,0.788,0.6741,0.8109,24.4,22.9,1.3,0.0,14.9,15.5,16.0,25.6,33.9
689,17031830500,8183,0.9564,0.7807,0.9836,0.397,0.0,98.9,0.0,0.0,14.2,18.3,15.9,41.3,35.7
690,17031830600,11269,0.8332,0.4498,0.7727,0.9756,20.9,31.5,6.9,0.2,16.0,15.5,15.4,26.0,34.6
691,17031830700,24433,0.6803,0.1817,0.7459,0.9657,37.9,11.6,10.2,0.0,15.8,15.4,14.9,23.8,35.4
692,17031830800,4079,0.2356,0.0093,0.435,0.346,1.7,16.2,6.8,0.0,20.3,8.3,15.6,12.9,29.3
693,17031830900,13866,0.1319,0.0208,0.5133,0.5391,2.7,22.8,5.5,0.0,18.9,9.6,14.3,16.9,29.8
694,17031831000,5396,0.0486,0.0088,0.2626,0.2969,0.8,8.6,3.4,0.0,21.4,6.8,14.7,10.5,27.6
695,17031831100,16579,0.8232,0.2469,0.7556,0.6285,1.0,56.9,4.3,0.0,15.2,15.8,15.7,30.0,33.4
696,17031831200,9108,0.9354,0.8135,0.938,0.7318,5.0,87.2,1.9,0.0,14.2,16.5,15.3,38.0,34.9
697,17031831300,11392,0.9747,0.9598,0.9734,0.3266,42.3,53.4,2.3,0.0,14.2,13.6,13.2,27.8,37.5
698,17031831400,18198,0.9561,0.7369,0.8804,0.7572,57.6,23.9,2.9,0.0,11.3,20.6,14.5,36.0,41.8
699,17031831500,11055,0.8618,0.6946,0.783,0.6756,6.5,56.9,2.4,0.0,15.1,15.5,15.7,29.8,33.9
